Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
2341,-21.8125,24.0625,-5.4375,-6.07,-0.23,6.96,0,0,0
2342,-3.75,22.4375,-0.3125,-6.37,-0.63,6.83,0,0,0
2343,30.9375,13.4375,5.125,-6.95,-0.55,7.82,0,0,0
2344,32.4375,5.6875,4.75,-7.19,-0.22,8.96,0,0,0
2345,10.8125,-13.0625,-0.4375,-7.3,-0.19,9.11,0,0,0
2346,-14.75,-34.1875,-7.3125,-7.14,-0.17,8.81,0,0,0
2347,-22.8125,-46.25,-9.875,-7.02,-0.24,8.59,0,0,0
2348,-24.9375,-68.5625,-10.5,-6.59,-0.01,7.92,0,0,0
2349,-21.1875,-79.625,-8.125,-6.44,-0.13,7.66,0,0,0
2350,-8.6875,-87.8125,-2.125,-6.1,-0.11,7.52,0,0,0
2351,-5.4375,-88.5625,3.5625,-5.88,-0.3,7.58,0,0,0
2352,-8.25,-87.1875,3.25,-6.07,-0.58,8.04,0,0,0
2353,-29.4375,-89.0625,-4.0625,-5.98,-0.47,8.36,0,0,0
2354,-40.75,-89,-8.1875,-5.71,-0.5,8.32,0,0,0
2355,-43.875,-89.125,-9.4375,-4.95,-0.43,7.92,0,0,0
2356,-14.8125,-96.75,0.75,-4.94,-0.24,7.87,0,0,0
2357,0.6875,-106.4375,8.6875,-5.03,-0.52,8.11,0,0,0
2358,-2.8125,-118.5,15.9375,-4.6,-0.4,9.25,0,0,0
2359,-29.0625,-105.8125,13.625,-4.47,-0.61,9,0,0,0
2360,-37.625,-96.25,8.875,-4.24,-1.32,7.97,0,0,0
2361,-39,-79.375,2.6875,-3.42,-1.13,7.78,0,0,0
2362,-19.25,-66.5625,6.625,-3.04,-1.06,7.59,0,0,0
2363,-6.125,-59.875,10.8125,-2.9,-1.06,7.68,0,0,0
2364,-0.875,-46.375,14.375,-3.34,-1.04,9.27,0,0,0
2365,-10.5,-43.75,11.0625,-3.26,-1.2,9.58,0,0,0
2366,-23.8125,-43.875,4.375,-3.21,-1.35,9.3,0,0,0
2367,-22.75,-49.125,2.1875,-3.21,-1.41,9.13,0,0,0
2368,-11.0625,-56,-0.375,-2.9,-1.28,8.9,0,0,0
2369,-8,-57.5,0,-2.52,-0.99,9.21,0,0,0
2370,-16.0625,-54.0625,1.8125,-2.4,-0.96,9.24,0,0,0
2371,-28,-46.3125,2.1875,-2.33,-0.81,9.54,0,0,0
2372,-32.75,-51.8125,3.5,-2.35,-1,9.46,0,0,0
2373,-27.75,-61.375,5.6875,-2.07,-1.26,9.48,0,0,0
2374,-24.5,-66.125,7.25,-1.99,-1.43,9.32,0,0,0
2375,-10.5625,-70.375,9.125,-1.55,-1.79,8.42,0,0,0
2376,3.8125,-62.6875,8.0625,-1.45,-1.81,8.39,0,0,0
2377,4.75,-54.625,7.1875,-0.96,-1.67,8.48,0,0,0
2378,-8.375,-35.125,5,-1.13,-1.46,9.22,0,0,0
2379,-18.6875,-31,3.25,-1.12,-1.57,9.25,0,0,0
2380,-24.9375,-30.75,1.9375,-0.89,-1.58,9.24,0,0,0
2381,-12.3125,-41.75,4.375,-1.08,-1.92,8.9,0,0,0
2382,-4.375,-44.0625,3.875,-0.86,-1.82,8.93,0,0,0
2383,0.6875,-39.375,4.3125,-0.41,-1.58,8.98,0,0,0
2384,-1.3125,-32.6875,6.8125,-0.63,-1.62,9.08,0,0,0
2385,-0.8125,-33.5,7.375,-0.62,-1.65,9.13,0,0,0
2386,1.75,-36.625,7.0625,-0.72,-1.6,9.46,0,0,0
2387,-9.0625,-39.3125,3.875,-0.72,-1.6,9.57,0,0,0
2388,-18.875,-38.625,1.9375,-0.44,-1.48,9.34,0,0,0
2389,-30.0625,-27.375,2.25,0.25,-1.4,8.61,0,0,0
2390,-27.0625,-23.5625,6.6875,0.38,-1.52,8.63,0,0,0
2391,-4,-19.9375,15.625,-0.25,-1.87,8.88,0,0,0
2392,9.125,-27.0625,17.125,-0.45,-1.92,9.26,0,0,0
2393,3.8125,-30.25,13.6875,-0.47,-1.76,9.91,0,0,0
2394,-17.5625,-30.3125,6.5625,-0.07,-1.66,9.39,0,0,0
2395,-22.625,-26.375,5.3125,0.18,-1.53,9.01,0,0,0
2396,-19.25,-17.9375,10.4375,0.49,-1.15,8.71,0,0,0
2397,-14.875,-15.375,15.375,0.66,-1.05,8.7,0,0,0
2398,-5.625,-11.0625,25.875,0.48,-1.53,8.66,0,0,0
2399,1.5,-5.375,27.6875,0.33,-1.73,8.75,0,0,0
2400,1.5,-0.8125,25.4375,-0.01,-2.17,9.37,0,0,0
2401,-6.6875,7.875,16.375,0,-1.88,9.88,0,0,0
2402,-12.4375,7.25,13.75,0.08,-1.76,10.04,0,0,0
2403,-14.875,-4.1875,16.0625,0.17,-1.33,10.1,0,0,0
2404,-8.5,-21.0625,26.5625,0.21,-1.25,9.97,0,0,0
2405,-4.625,-24.5625,32.5625,0.39,-1.65,9.54,0,0,0
2406,-1,-21.5625,36.9375,0.31,-2.18,9.18,0,0,0
2407,-0.8125,-14.75,36.4375,0.27,-2.44,9.46,0,0,0
2408,-8.125,-7.375,31.875,0.09,-2.41,9.59,0,0,0
2409,-12.5625,-11.5625,29.9375,0.43,-2.1,9.18,0,0,0
2410,-10.75,-15,32.875,0.67,-2,8.98,0,0,0
2411,0.9375,-17,42.6875,0.85,-2.42,8.42,0,0,0
2412,13.375,-10.25,47.375,0.55,-2.8,8.45,0,0,0
2413,15.8125,-5.8125,42.875,0.06,-3.23,8.63,0,0,0
2414,7.75,2.125,27.875,-0.2,-3.05,8.95,0,0,0
2415,1.3125,4.9375,21.125,0.06,-2.93,8.82,0,0,0
2416,1.1875,11.875,16.8125,0.74,-2.65,8.13,0,0,0
2417,20.5,20.75,23.4375,0.69,-2.76,8.12,0,0,0
2418,30.625,25.0625,25.625,0.06,-2.81,8.54,0,0,0
2419,42.75,30.5625,24.0625,-0.25,-2.59,9.41,0,0,0
2420,41,27.4375,22.3125,-0.64,-2.01,10.3,0,0,0
2421,24,10.0625,18.875,-0.58,-1.7,10.45,0,0,0
2422,13.5625,1.9375,17.75,-0.55,-1.55,10.37,0,0,0
2423,-5.0625,-10.1875,19.1875,-0.24,-1.55,9.54,0,0,0
2424,-5.875,-10.3125,23.75,0.04,-1.65,8.49,0,0,0
2425,1.6875,-6.25,26.875,-0.08,-1.42,8.34,0,0,0
2426,31.1875,4.625,37,0.38,-1.26,8.14,0,0,0
2427,46.5,7.6875,45.3125,-0.01,-1.02,9.11,0,0,0
2428,45.875,7,53.1875,-0.75,-1.29,10.33,0,0,0
2429,8.625,4.4375,43.25,-0.93,-1.49,10.57,0,0,0
2430,-8.625,1.25,36.25,-0.56,-2.32,9.93,0,0,0
2431,-19.375,-2,25.9375,0.18,-2.73,9.01,0,0,0
2432,-15.625,-1.4375,23.25,0.2,-2.75,8.83,0,0,0
2433,-3.25,1.9375,18.75,0.12,-2.94,8.7,0,0,0
2434,9.9375,9.5,9.4375,-0.07,-3.08,8.81,0,0,0
2435,13.5,13,3.5625,-0.13,-2.94,8.94,0,0,0
2436,13.125,20,-6.5,0.01,-2.13,9.76,0,0,0
2437,1.3125,18.3125,-8.4375,-0.01,-1.95,9.95,0,0,0
2438,-2.8125,15.25,-8.3125,-0.12,-1.73,9.69,0,0,0
2439,-0.0625,6.8125,-5.8125,-0.07,-1.69,9.19,0,0,0
2440,16,5.25,-1.5625,-0.07,-1.6,9.04,0,0,0
2441,20.6875,4.125,-0.375,-0.27,-1.45,9.29,0,0,0
2442,16.6875,5.5,-0.1875,-0.41,-1.44,9.75,0,0,0
2443,9.25,5.4375,-1.9375,-0.39,-1.48,9.74,0,0,0
2444,-2.1875,1.4375,-5.6875,-0.12,-1.65,9.39,0,0,0
2445,4.9375,-0.125,-7.0625,0.06,-1.78,8.91,0,0,0
2446,11.125,-0.1875,-6.625,0.31,-1.69,8.81,0,0,0
2447,20,3,-6.3125,0.28,-1.67,8.84,0,0,0
2448,18.9375,4.6875,-6.5,0.24,-1.37,9.12,0,0,0
2449,9.0625,10.625,-9.0625,0,-1.45,9.47,0,0,0
2450,3.8125,13.5625,-11.4375,-0.13,-1.58,9.47,0,0,0
2451,0,13.3125,-18.3125,-0.31,-1.8,9.36,0,0,0
2452,7.125,9.8125,-24.1875,-0.2,-1.82,9.32,0,0,0
2453,10.5625,9.9375,-25.25,0,-1.49,9.53,0,0,0
2454,10.9375,9.3125,-24.8125,0.04,-1.4,9.66,0,0,0
2455,11,8.625,-25.125,-0.06,-1.37,9.52,0,0,0
2456,12.5,7.625,-26.9375,-0.17,-1.58,9.4,0,0,0
2457,15.1875,9.375,-30.875,-0.18,-1.61,9.44,0,0,0
2458,15.0625,10.5,-32.5,-0.28,-1.39,9.73,0,0,0
2459,9.5,7.75,-35.6875,-0.4,-1.31,9.81,0,0,0
2460,5.8125,5.6875,-37.0625,-0.44,-1.34,9.74,0,0,0
2461,6.6875,6.125,-41.4375,-0.37,-1.5,9.07,0,0,0
2462,23.0625,8.5625,-43.8125,-0.4,-1.49,8.84,0,0,0
2463,32.1875,10.6875,-44.125,-0.29,-0.84,8.96,0,0,0
2464,34,13.625,-41.5625,-0.31,-0.35,9.46,0,0,0
2465,17.1875,16,-39.4375,-0.44,-0.21,9.65,0,0,0
2466,10.625,17.25,-39.875,-0.74,-0.31,9.35,0,0,0
2467,11.625,17.6875,-40.6875,-0.84,-0.22,9.1,0,0,0
2468,15.6875,16.25,-40,-0.77,-0.04,9.19,0,0,0
2469,20,12.5,-36.1875,-0.7,0.45,9.2,0,0,0
2470,20.25,11.6875,-30,-0.69,0.47,9.17,0,0,0
2471,20.875,13.8125,-27.1875,-0.81,0.48,9.18,0,0,0
2472,19.9375,14.75,-24.875,-1.03,0.58,9.57,0,0,0
2473,10.3125,12.8125,-22.75,-1.2,0.48,9.88,0,0,0
2474,-1.4375,11.25,-23.375,-1.36,0.33,9.92,0,0,0
2475,-5.125,8.875,-23.5,-1.21,0.32,9.7,0,0,0
2476,1.3125,6,-18.8125,-0.78,0.22,9.06,0,0,0
2477,10.625,6.3125,-14.5625,-0.84,0.27,9.16,0,0,0
2478,20.5,7.5,-7.1875,-1.13,0.41,9.6,0,0,0
2479,9.1875,7.375,-4.1875,-1.41,0.5,9.9,0,0,0
2480,1,7.6875,-3.8125,-1.34,0.46,9.72,0,0,0
2481,-4.375,7.125,-1.375,-1.3,-0.28,8.97,0,0,0
2482,1.625,6.125,-0.4375,-1.4,-0.43,8.76,0,0,0
2483,17.375,6.5625,-1.125,-1.57,-0.03,9.19,0,0,0
2484,14.8125,9.8125,0.1875,-1.5,0.48,9.64,0,0,0
2485,8.375,10.1875,2.8125,-1.55,0.67,9.68,0,0,0
2486,-3.375,6.25,10.6875,-1.58,0.4,9.49,0,0,0
2487,-5.5625,3.6875,16.3125,-1.93,-0.33,9.42,0,0,0
2488,-5,2.4375,16.3125,-2.09,-0.47,9.42,0,0,0
2489,-4.625,-1.375,11.625,-2.05,-0.43,9.37,0,0,0
2490,-5.375,-6.5625,10.375,-1.86,-0.08,9.32,0,0,0
2491,-6.6875,-8.3125,12.6875,-1.65,0.26,9.24,0,0,0
2492,-9.6875,-9,21.8125,-1.44,-0.22,8.9,0,0,0
2493,-8.1875,-6.125,25,-1.66,-0.4,8.91,0,0,0
2494,-4.6875,-3,25.0625,-1.79,-0.65,9.23,0,0,0
2495,-5.5625,-2.5625,24.0625,-1.89,-0.56,9.31,0,0,0
2496,-11.125,-3.6875,22.25,-1.74,-0.23,9.44,0,0,0
2497,-14.25,-5.875,22.8125,-1.7,-0.12,9.38,0,0,0
2498,-18.75,-11.0625,27.3125,-1.32,-0.33,9.09,0,0,0
2499,-14.375,-7.4375,30.6875,-1.42,-0.96,8.89,0,0,0
2500,-10.25,-6.1875,30.3125,-1.52,-1.13,8.97,0,0,0
2501,-6.0625,-5.375,24.6875,-1.8,-0.74,9.75,0,0,0
2502,-10.125,-8.1875,21.625,-1.69,-0.61,9.83,0,0,0
2503,-21.1875,-14.3125,19.5625,-1.12,-0.48,9.26,0,0,0
2504,-21.4375,-14.6875,24.4375,-0.89,-0.55,8.95,0,0,0
2505,-16.5,-12.8125,28.1875,-0.66,-0.77,8.58,0,0,0
2506,-5.5,-4.25,32.125,-1.06,-1.03,9.02,0,0,0
2507,-5.375,-1.5625,31,-1.16,-1.03,9.26,0,0,0
2508,-11.75,-0.0625,26.75,-1.24,-0.9,9.52,0,0,0
2509,-17.5625,-2.3125,25.5625,-0.94,-1.14,9.28,0,0,0
2510,-14.3125,-2.125,25.9375,-0.94,-1.39,8.93,0,0,0
2511,0.5,-0.1875,25.875,-1.05,-1.51,9.11,0,0,0
2512,5,0.5,22.1875,-1.16,-1.12,9.93,0,0,0
2513,-0.1875,-0.4375,20.625,-1.2,-0.97,10.03,0,0,0
2514,-13.875,-5.25,18.5,-1.18,-1,9.73,0,0,0
2515,-17.875,-8.8125,19.0625,-1.01,-1.09,9.5,0,0,0
2516,-11.9375,-8.875,20.5,-0.94,-1.33,8.98,0,0,0
2517,4.625,-6.5,24.0625,-0.57,-1.01,9.08,0,0,0
2518,9.25,-3.25,27.0625,-0.61,-0.71,9.35,0,0,0
2519,3.625,-2.5,34.125,-0.56,-0.5,9.36,0,0,0
2520,2.9375,-4.5625,42.125,-0.62,-0.61,9.16,0,0,0
2521,7.0625,-5.1875,45.1875,-0.88,-1.2,8.94,0,0,0
2522,13.1875,-3.25,43.875,-0.96,-1.19,9.01,0,0,0
2523,12.8125,-2.0625,42.125,-0.81,-1.17,9.09,0,0,0
2524,12.0625,5.25,39.875,-0.52,-0.79,9.58,0,0,0
2525,8.875,5.25,40.5625,-0.68,-0.75,9.55,0,0,0
2526,8.1875,2.9375,41.5625,-0.81,-0.87,9.42,0,0,0
2527,14.6875,-3.375,42.5625,-0.95,-0.88,9.5,0,0,0
2528,13.5,-8.1875,41.5625,-0.98,-0.71,10.12,0,0,0
2529,-4.3125,-14.9375,38.875,-0.97,-0.63,10.23,0,0,0
2530,-16.3125,-16,38.1875,-0.6,-0.82,9.85,0,0,0
2531,-23.1875,-14.625,39.25,-0.42,-1.13,9.49,0,0,0
2532,-11.25,-19.1875,44.9375,-0.42,-1.07,9.43,0,0,0
2533,-1.4375,-22.0625,48.25,-0.24,-0.98,9.05,0,0,0
2534,18.375,-26.375,56.8125,-0.06,-0.92,9.05,0,0,0
2535,25.5,-24.0625,59.4375,-0.08,-0.88,9.31,0,0,0
2536,21,-19.625,57.1875,-0.7,-0.99,9.59,0,0,0
2537,1.5,-17.25,42.5,-0.59,-0.69,9.6,0,0,0
2538,-8.0625,-18.25,36.1875,-0.34,-0.69,9.35,0,0,0
2539,-11.25,-17.6875,34.125,0.3,-0.08,8.79,0,0,0
2540,-3.75,-11.5625,48.8125,0.45,0.95,9.28,0,0,0
2541,-3.8125,-6,60.4375,0.64,0.78,9.52,0,0,0
2542,-5.5,-5,83.625,-0.02,-0.28,9.59,0,0,0
2543,-0.1875,-17.375,86.875,-0.41,-0.86,9.53,0,0,0
2544,5.0625,-22.0625,81.4375,-0.62,-1.46,9.54,0,0,0
2545,8.1875,-23.3125,73.5,0.21,-0.26,9.79,0,0,0
2546,4.1875,-21.375,73.5625,0.22,-0.01,9.58,0,0,0
2547,-4.875,-20.375,82.125,0.31,-0.21,9.22,0,0,0
2548,-5.8125,-16.1875,89,0.06,-1.51,8.62,0,0,0
2549,-1.0625,-12.125,88.375,-0.01,-1.86,8.38,0,0,0
2550,22.1875,-3.9375,79.1875,0.03,-1.41,8.61,0,0,0
2551,36.8125,-2.125,75.1875,-0.03,-0.91,8.8,0,0,0
2552,51,-3,72.25,0.3,0.49,9.77,0,0,0
2553,46.4375,-2.4375,73.25,0.18,0.69,10.08,0,0,0
2554,18.8125,0.25,78.0625,0.3,0.56,10.26,0,0,0
2555,-7.4375,1.1875,81.5625,-0.14,-0.57,10.05,0,0,0
2556,-15.25,1.0625,76.5625,-0.93,-1.71,9.83,0,0,0
2557,-36.25,-0.125,47.125,-0.59,-1.52,10.21,0,0,0
2558,-52.9375,-1.5,30.75,-0.49,-1.35,10.26,0,0,0
2559,-79.6875,-3.9375,11.875,0.32,-0.67,9.27,0,0,0
2560,-81.375,-12.875,22.5,0.43,-0.81,8.72,0,0,0
2561,-69.1875,-14.3125,31.9375,0.75,-1.76,8.23,0,0,0
2562,-28.125,-13.25,48.4375,0.28,-2.33,7.84,0,0,0
2563,-1.6875,-11.625,46.625,-0.03,-2.84,8.19,0,0,0
2564,33,2,34.8125,0.42,-1.5,9.26,0,0,0
2565,23.625,23.4375,29.8125,0.3,-0.09,9.35,0,0,0
2566,9.625,29.5,32.375,0.4,0.46,9.12,0,0,0
2567,-11.75,29.625,52,0.72,-0.01,8.96,0,0,0
2568,-18,32.8125,70.8125,-0.33,-1.55,9.53,0,0,0
2569,-20.5625,31.875,69.75,-0.55,-1.84,9.48,0,0,0
2570,-25.75,28.9375,51.6875,-0.77,-1.81,9.6,0,0,0
2571,-35,25.75,24.625,-0.68,-1.85,9.87,0,0,0
2572,-39.75,24.25,13.6875,-0.87,-1.78,9.88,0,0,0
2573,-37.875,14.0625,5.125,-0.51,-1.7,9.41,0,0,0
2574,-13.375,0.3125,14.625,-0.64,-1.86,9.15,0,0,0
2575,4.3125,-2.375,22.375,-0.24,-3.46,9.21,0,0,0
2576,40.5625,-11.125,34.75,0.1,-0.16,9.9,0,0,0
2577,54,-4.9375,34.1875,0.15,-0.2,10.57,0,0,0
2578,39.6875,-0.3125,35.5625,-0.12,-0.27,10.3,0,0,0
2579,7.75,-10.9375,33,-0.48,-0.63,10.34,0,0,0
2580,-9.75,-16.4375,28.3125,-0.51,-0.78,10.47,0,0,0
2581,-45.25,-22.1875,14.5,0.12,-0.97,9.84,0,0,0
2582,-56.0625,-18.8125,12.0625,0.35,-1.2,9.33,0,0,0
2583,-53.1875,-9.8125,19.75,0.29,-1.63,8.15,0,0,0
2584,-38,-3.8125,23.0625,0.05,-1.46,7.97,0,0,0
2585,-3.375,2,21.3125,0.11,-1.89,8.31,0,0,0
2586,8.3125,8.75,15.0625,-0.6,-2.84,8.67,0,0,0
2587,8.25,9.875,7.1875,-0.82,-3.16,8.48,0,0,0
2588,16.5,5.1875,-21.75,-1.79,-3.51,8.4,0,0,0
2589,27.75,1.375,-43.8125,-1.47,-2.73,8.5,0,0,0
2590,60.5,5.875,-74,0.82,0.96,10.29,0,0,0
2591,47.3125,4.4375,-51,0.61,1.35,10.35,0,0,0
2592,32,1.375,-36.1875,0.22,1.24,10.02,0,0,0
2593,4.1875,-13.3125,-25.1875,-0.7,-0.9,9.5,0,0,0
2594,-4.4375,-20.375,-30.5,-1.04,-1.69,9.1,0,0,0
2595,-2.1875,-10.125,-63.75,0.47,0.9,10.21,0,0,0
2596,-22.375,4.5625,-63,0.85,1.24,10.17,0,0,0
2597,-31.375,5.625,-48.5625,0.39,0.38,9.05,0,0,0
2598,-30.125,-6.4375,-21.875,-0.17,-1.14,8.63,0,0,0
2599,-17.375,-19.375,-26.5,-0.72,-3.23,7.2,0,0,0
2600,-5.75,-18.5625,-40.875,-0.25,-3.38,7.49,0,0,0
2601,25.75,21.125,-68.625,0.57,-0.99,9.23,0,0,0
2602,32.3125,43.1875,-66.75,0.21,-0.58,9.39,0,0,0
2603,32.8125,37.9375,-57.1875,-0.44,-0.5,9.38,0,0,0
2604,37.25,13.1875,-42.1875,-0.84,-1.34,9.35,0,0,0
2605,33.1875,-5.625,-50.375,-0.86,-1.73,9.29,0,0,0
2606,31.25,0.875,-62.625,0.04,-1.16,10.01,0,0,0
2607,25.75,21.25,-78.5625,-0.14,-0.22,10.11,0,0,0
2608,24.8125,11.625,-72,-0.45,0.21,9.93,0,0,0
2609,28.0625,-0.4375,-65.6875,-0.45,0.16,9.98,0,0,0
2610,28.0625,-21,-53,-0.43,-0.93,9.48,0,0,0
2611,24.8125,-26,-52.75,-0.34,-1.15,9.54,0,0,0
2612,12.4375,-14.25,-64.0625,0.46,-0.26,10.03,0,0,0
2613,5.8125,-2.875,-69.125,0.14,-0.06,9.69,0,0,0
2614,4.4375,0.1875,-68.125,-0.07,0.03,9.4,0,0,0
2615,9.875,-4.1875,-65.625,-0.27,-0.56,9.39,0,0,0
2616,15.6875,-15.3125,-61,-0.01,-0.73,9.63,0,0,0
2617,4.5625,-14.5,-64.5,-0.01,-1.01,9.79,0,0,0
2618,-6.5625,-14.625,-68.4375,0.03,-0.98,10.16,0,0,0
2619,-23.6875,-8,-77.125,0.03,-0.34,9.7,0,0,0
2620,-24.4375,-7,-79.5625,0.21,-0.36,9.57,0,0,0
2621,-18.9375,-14.375,-71.3125,0.2,-0.55,9.43,0,0,0
2622,-16.75,-22.6875,-62.1875,0.29,-1.08,9.05,0,0,0
2623,-16.1875,-23.3125,-61.5,0.5,-1.54,8.68,0,0,0
2624,-9.625,-11.0625,-67,0.41,-1.12,8.65,0,0,0
2625,-2,1.625,-71.4375,0.37,-0.64,8.7,0,0,0
2626,10.5,13.0625,-66.8125,0.57,-0.22,8.73,0,0,0
2627,24.625,14.375,-48.1875,0.58,-0.37,9.39,0,0,0
2628,26.6875,14.0625,-39.3125,0.01,-0.42,10.06,0,0,0
2629,10.5625,6.5,-33.9375,-0.36,-0.72,9.89,0,0,0
2630,-7.9375,-1.125,-44.6875,-0.42,-1.27,9.22,0,0,0
2631,-10.375,-0.4375,-51.6875,-0.35,-1.01,8.96,0,0,0
2632,-0.75,4.4375,-58.875,0.2,-0.39,8.64,0,0,0
2633,8.75,6.625,-46.5,0.34,0.03,8.99,0,0,0
2634,7.1875,4.75,-40.5625,-0.21,-0.34,9.47,0,0,0
2635,-3.625,-5.0625,-42.75,-0.46,-1.38,9.11,0,0,0
2636,-7.1875,-7.4375,-48.25,-0.51,-1.56,9.04,0,0,0
2637,-13.625,-2.5625,-65.375,-0.36,-0.56,9.01,0,0,0
2638,-18.6875,11.625,-74.625,-0.21,-0.03,8.84,0,0,0
2639,-12.25,16.625,-71.5,0.67,-0.12,7.73,0,0,0
2640,4.3125,22.9375,-63.5625,0.5,-0.47,7.57,0,0,0
2641,52.75,19.5625,-46.25,0.06,-1.12,8.08,0,0,0
2642,88.125,12.375,-43.5,-0.46,-0.83,9.6,0,0,0
2643,89.8125,10.5,-48.625,-0.61,-0.46,10.1,0,0,0
2644,62.375,13.5,-64.9375,-0.54,0.89,11.26,0,0,0
2645,18.625,19.4375,-73.3125,-0.55,1.32,11.29,0,0,0
2646,-1.1875,15.9375,-72.875,-0.63,1.42,10.47,0,0,0
2647,-18,2.0625,-66.0625,-0.47,1.13,10.03,0,0,0
2648,-16,-7,-61,-0.68,0.15,9.17,0,0,0
2649,-0.1875,-19.4375,-60.5,-0.49,-0.88,9.03,0,0,0
2650,0.9375,-27.625,-78.875,-1.84,-0.63,9.73,0,0,0
2651,-13.1875,-34,-91.5,-1.19,0.57,11.03,0,0,0
2652,-49.125,-37.3125,-105.375,-0.66,0.78,10.97,0,0,0
2653,-70.375,-42.5625,-106.25,-0.06,0.21,10.27,0,0,0
2654,-89.75,-43.75,-99.25,0.85,-0.61,8.57,0,0,0
2655,-64.5625,-32.8125,-87.0625,1.29,-1.07,6.93,0,0,0
2656,-39.0625,-23.5625,-78.25,1.35,-0.97,6.46,0,0,0
2657,29.25,2.3125,-61.625,0.3,-1.26,7.54,0,0,0
2658,67.5625,9.125,-56.625,-0.4,-1.12,9.32,0,0,0
2659,67.3125,8.6875,-62,-0.58,-0.88,10.12,0,0,0
2660,33.3125,2.8125,-78.9375,-0.4,0.05,10.92,0,0,0
2661,-6.3125,-3.875,-88.875,-0.04,0.16,10.47,0,0,0
2662,-13,-4.875,-89.4375,0.27,-0.15,8.82,0,0,0
2663,0.8125,-1.4375,-88.5625,0.26,-0.19,8.66,0,0,0
2664,9.9375,-0.125,-86.875,0.22,0.3,9.26,0,0,0
2665,17.1875,7.3125,-83.4375,0.39,0.78,9.85,0,0,0
2666,9.25,8.6875,-75.6875,0.55,0.85,10.16,0,0,0
2667,5.5,8.375,-71.25,0.37,0.55,9.97,0,0,0
2668,6.1875,0.3125,-66.4375,-0.45,-0.31,9.76,0,0,0
2669,9.625,-5.5,-68.0625,-0.54,-0.49,9.81,0,0,0
2670,11.1875,-19.3125,-74.375,-0.49,-0.46,9.84,0,0,0
2671,8.0625,-24.125,-78.3125,-0.32,-0.23,9.73,0,0,0
2672,-4.1875,-25.75,-86.0625,-0.16,0.44,9.16,0,0,0
2673,-6.875,-17.25,-88.125,1.05,0.7,7.7,0,0,0
2674,2.6875,-7.4375,-82.625,1.13,0.74,7.53,0,0,0
2675,28.375,8.9375,-69,0.4,0.13,8.59,0,0,0
2676,33.875,11.25,-64.25,0.1,0.1,9.1,0,0,0
2677,24.6875,14.5625,-65.375,-0.55,0.25,10.08,0,0,0
2678,-2.375,15.625,-72.9375,-0.55,0.5,9.89,0,0,0
2679,-10.0625,16.625,-75.375,-0.15,0.83,9,0,0,0
2680,-1.5,18.8125,-68.625,0.47,0.17,8.31,0,0,0
2681,10.25,20.5,-62.75,0.23,-0.03,8.56,0,0,0
2682,22.75,20.5625,-58.875,-0.88,-0.23,10.01,0,0,0
2683,7.875,15.0625,-67.1875,-1.21,-0.01,10.13,0,0,0
2684,-2.75,10.1875,-72.1875,-0.94,0.25,9.58,0,0,0
2685,-13.375,4.25,-75.375,-0.66,0.64,9.06,0,0,0
2686,-10.625,5.9375,-72.0625,-0.46,0.55,8.76,0,0,0
2687,-7.375,9.6875,-69.0625,-0.68,0.34,9.04,0,0,0
2688,-10.625,11.4375,-67.625,-0.91,0.15,9.43,0,0,0
2689,-21.125,14.3125,-69.8125,-0.82,0.12,9.27,0,0,0
2690,-23.3125,16.8125,-71.3125,-0.59,-0.01,8.83,0,0,0
2691,-14.5,26.3125,-70.8125,-0.6,-0.36,8.6,0,0,0
2692,-7.5,29.25,-70.0625,-0.74,-0.5,8.82,0,0,0
2693,0.9375,31.1875,-71.375,-1.48,-0.71,9.74,0,0,0
2694,-1.9375,27.3125,-79.9375,-1.69,-0.75,10.01,0,0,0
2695,-5.75,22.875,-84.875,-1.3,-0.69,9.73,0,0,0
2696,-4.9375,17.0625,-90.75,-1.22,-0.77,9.46,0,0,0
2697,0.75,17.375,-91.5,-1.41,-0.5,9.14,0,0,0
2698,12.25,16.9375,-90.9375,-1.65,0.16,9.11,0,0,0
2699,17.25,17.4375,-89.625,-1.64,0.41,9.2,0,0,0
2700,15.875,17.0625,-84.25,-1.43,0.96,9.85,0,0,0
2701,1.6875,18.125,-75.1875,-1.51,1.12,9.8,0,0,0
2702,-6.1875,17.1875,-69.75,-1.62,1.06,9.41,0,0,0
2703,-14.25,15.0625,-57.25,-1.64,0.82,8.98,0,0,0
2704,-13.0625,15.25,-50.8125,-1.82,0.38,9.11,0,0,0
2705,-8.3125,18.25,-40.0625,-2.17,0.05,9.37,0,0,0
2706,-7.375,13.6875,-33.625,-2.12,-0.16,9.56,0,0,0
2707,-9.1875,9.25,-33.0625,-2.71,-0.3,9.55,0,0,0
2708,-10.0625,0.0625,-35.5625,-2.79,-0.17,9.03,0,0,0
2709,-5.625,-2.0625,-35.4375,-2.24,0.2,8.53,0,0,0
2710,6.5,1.375,-26.3125,-2.01,0.66,8.75,0,0,0
2711,7.6875,7.1875,-13.25,-2.26,0.98,9.44,0,0,0
2712,2.5625,8.4375,-7.875,-2.28,1.03,9.54,0,0,0
2713,-8.125,11.125,3.9375,-2.18,1.05,9.28,0,0,0
2714,-10.875,13.75,20.5,-2.13,1.23,9.16,0,0,0
