Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
1055,-0.002181662,0.003272492,0.008726646,-0.38,-0.2,9.41,0,0,0
1056,-0.002181662,0.006544985,0,-0.32,-0.28,9.38,0,0,0
1057,-0.001090831,0.003272492,-0.021816616,-0.27,-0.2,9.4,0,0,0
1058,-0.003272492,0.006544985,-0.007635815,-0.22,-0.33,9.39,0,0,0
1059,-0.002181662,0,0.004363323,-0.33,-0.17,9.41,0,0,0
1060,-0.002181662,0.002181662,0.018544123,-0.29,-0.37,9.41,0,0,0
1061,-0.002181662,-0.001090831,0.023998277,-0.35,-0.3,9.42,0,0,0
1062,-0.001090831,0,0.017453293,-0.33,-0.29,9.41,0,0,0
1063,-0.002181662,0,-0.008726646,-0.34,-0.06,9.39,0,0,0
1064,-0.001090831,0.003272492,-0.021816616,-0.32,-0.43,9.4,0,0,0
1065,-0.002181662,0.003272492,-0.057814031,-0.29,-0.08,9.41,0,0,0
1066,-0.003272492,0.002181662,-0.06981317,-0.32,-0.19,9.4,0,0,0
1067,0,0.001090831,-0.045814893,-0.36,-0.16,9.38,0,0,0
1068,-0.001090831,0.001090831,-0.037088247,-0.34,-0.17,9.41,0,0,0
1069,0,-0.003272492,-0.026179939,-0.35,-0.3,9.42,0,0,0
1070,-0.003272492,-0.003272492,-0.049087385,-0.29,-0.49,9.37,0,0,0
1071,-0.003272492,-0.002181662,-0.051269047,-0.3,-0.56,9.4,0,0,0
1072,-0.004363323,0.006544985,-0.031634093,-0.32,-0.36,9.41,0,0,0
1073,-0.007635815,0.006544985,-0.010908308,-0.31,-0.31,9.42,0,0,0
1074,-0.006544985,0,-0.009817477,-0.31,-0.43,9.39,0,0,0
1075,-0.003272492,-0.003272492,-0.046905724,-0.3,-0.65,9.4,0,0,0
1076,0.001090831,-0.004363323,-0.054541539,-0.33,-0.16,9.42,0,0,0
1077,-0.004363323,-0.001090831,-0.038179077,-0.27,-0.44,9.38,0,0,0
1078,-0.005454154,-0.004363323,-0.04145157,-0.32,-0.34,9.37,0,0,0
1079,-0.004363323,-0.001090831,-0.042542401,-0.25,-0.29,9.4,0,0,0
1080,-0.005454154,0.005454154,-0.003272492,-0.35,-0.23,9.4,0,0,0
1081,-0.005454154,-0.004363323,-0.009817477,-0.32,-0.07,9.39,0,0,0
1082,-0.004363323,-0.004363323,-0.031634093,-0.42,-0.44,9.4,0,0,0
1083,-0.004363323,-0.010908308,-0.021816616,-0.34,-0.18,9.39,0,0,0
1084,-0.003272492,-0.009817477,-0.062177355,-0.27,-0.33,9.4,0,0,0
1085,-0.007635815,-0.004363323,-0.057814031,-0.28,-0.12,9.39,0,0,0
1086,-0.008726646,0,-0.040360739,-0.3,-0.26,9.4,0,0,0
1087,-0.007635815,0.004363323,-0.002181662,-0.31,-0.16,9.41,0,0,0
1088,-0.005454154,-0.001090831,0.020725785,-0.33,-0.32,9.41,0,0,0
1089,-0.004363323,-0.005454154,0,-0.33,-0.25,9.37,0,0,0
1090,-0.006544985,-0.003272492,-0.034906585,-0.33,-0.17,9.42,0,0,0
1091,-0.004363323,-0.006544985,-0.037088247,-0.35,-0.19,9.4,0,0,0
1092,-0.005454154,-0.005454154,-0.044724062,-0.33,-0.21,9.36,0,0,0
1093,-0.004363323,-0.005454154,-0.025089108,-0.29,-0.29,9.4,0,0,0
1094,-0.004363323,-0.006544985,-0.035997416,-0.26,-0.33,9.41,0,0,0
1095,-0.004363323,0,-0.011999139,-0.3,-0.18,9.39,0,0,0
1096,-0.007635815,-0.002181662,-0.015271631,-0.29,-0.3,9.39,0,0,0
1097,-0.006544985,-0.005454154,-0.010908308,-0.33,-0.32,9.41,0,0,0
1098,-0.007635815,-0.003272492,0.004363323,-0.39,-0.17,9.41,0,0,0
1099,-0.005454154,-0.002181662,-0.010908308,-0.34,-0.08,9.38,0,0,0
1100,-0.003272492,-0.001090831,-0.005454154,-0.32,-0.09,9.38,0,0,0
1101,-0.001090831,-0.003272492,-0.006544985,-0.33,-0.36,9.42,0,0,0
1102,-0.004363323,-0.003272492,-0.025089108,-0.28,-0.38,9.39,0,0,0
1103,-0.005454154,-0.003272492,-0.015271631,-0.35,-0.62,9.38,0,0,0
1104,-0.006544985,-0.008726646,-0.045814893,-0.32,-0.29,9.41,0,0,0
1105,-0.008726646,-0.005454154,-0.05563237,-0.39,-0.45,9.39,0,0,0
1106,-0.007635815,-0.006544985,-0.067631509,-0.34,-0.53,9.41,0,0,0
1107,-0.005454154,-0.005454154,-0.045814893,-0.31,-0.09,9.4,0,0,0
1108,-0.010908308,0.002181662,-0.042542401,-0.29,-0.34,9.39,0,0,0
1109,-0.007635815,-0.001090831,0.003272492,-0.32,-0.2,9.42,0,0,0
1110,-0.009817477,0.003272492,0.010908308,-0.32,-0.31,9.39,0,0,0
1111,-0.013089969,0.001090831,0.0141808,-0.41,-0.09,9.39,0,0,0
1112,-0.011999139,-0.002181662,-0.05563237,-0.26,-0.13,9.39,0,0,0
1113,-0.006544985,-0.003272492,-0.077448986,-0.24,0.13,9.4,0,0,0
1114,-0.007635815,-0.007635815,-0.045814893,-0.24,-0.24,9.39,0,0,0
1115,-0.006544985,-0.003272492,-0.058904862,-0.3,-0.16,9.4,0,0,0
1116,-0.008726646,-0.002181662,-0.044724062,-0.34,-0.56,9.42,0,0,0
1117,-0.009817477,0.002181662,-0.032724923,-0.38,-0.33,9.39,0,0,0
1118,-0.009817477,0.002181662,-0.032724923,-0.42,-0.51,9.39,0,0,0
1119,-0.0141808,0.003272492,-0.082903139,-0.35,0.06,9.39,0,0,0
1120,-0.010908308,0.007635815,-0.081812309,-0.25,0.16,9.41,0,0,0
1121,-0.005454154,-0.004363323,-0.040360739,-0.31,-0.16,9.4,0,0,0
1122,-0.003272492,0,-0.004363323,-0.32,-0.34,9.4,0,0,0
1123,-0.003272492,0.002181662,-0.002181662,-0.33,-0.56,9.39,0,0,0
1124,-0.007635815,0.002181662,-0.023998277,-0.37,-0.45,9.39,0,0,0
1125,-0.010908308,-0.001090831,-0.022907446,-0.34,-0.26,9.39,0,0,0
1126,-0.003272492,0.001090831,0.021816616,-0.35,0,9.37,0,0,0
1127,-0.003272492,-0.002181662,0.006544985,-0.29,-0.05,9.41,0,0,0
1128,0.001090831,-0.002181662,-0.015271631,-0.3,-0.24,9.41,0,0,0
1129,-0.003272492,-0.004363323,-0.022907446,-0.32,-0.36,9.41,0,0,0
1130,-0.002181662,-0.004363323,-0.053450708,-0.32,-0.47,9.43,0,0,0
1131,-0.005454154,-0.001090831,-0.056723201,-0.36,-0.49,9.4,0,0,0
1132,-0.005454154,0.003272492,-0.021816616,-0.35,-0.39,9.37,0,0,0
1133,-0.006544985,0.004363323,-0.019634954,-0.28,-0.28,9.4,0,0,0
1134,-0.005454154,0.006544985,0.011999139,-0.31,-0.31,9.4,0,0,0
1135,0.001090831,-0.001090831,0.016362462,-0.27,-0.08,9.39,0,0,0
1136,0.005454154,-0.005454154,-0.004363323,-0.35,-0.41,9.4,0,0,0
1137,0,0.004363323,-0.040360739,-0.36,-0.48,9.39,0,0,0
1138,-0.001090831,0.001090831,-0.035997416,-0.33,-0.4,9.41,0,0,0
1139,0,0,-0.0283616,-0.33,-0.51,9.39,0,0,0
1140,0,0.005454154,-0.022907446,-0.27,-0.5,9.4,0,0,0
1141,0.005454154,0.004363323,-0.0141808,-0.29,-0.43,9.4,0,0,0
1142,0.003272492,0.001090831,0.009817477,-0.34,-0.41,9.4,0,0,0
1143,0.002181662,0.002181662,0.015271631,-0.41,-0.44,9.4,0,0,0
1144,0.005454154,0.001090831,0.004363323,-0.36,-0.22,9.39,0,0,0
1145,0.005454154,0,-0.017453293,-0.36,-0.26,9.42,0,0,0
1146,0.001090831,-0.002181662,-0.005454154,-0.27,-0.11,9.38,0,0,0
1147,0.006544985,0.002181662,0.029452431,-0.29,-0.23,9.39,0,0,0
1148,0.007635815,0.005454154,0.058904862,-0.27,-0.48,9.41,0,0,0
1149,0.001090831,0,0.022907446,-0.41,-0.51,9.4,0,0,0
1150,0.002181662,-0.001090831,-0.038179077,-0.37,-0.54,9.4,0,0,0
1151,0.002181662,-0.003272492,-0.05563237,-0.37,-0.4,9.4,0,0,0
1152,0.002181662,0.002181662,-0.056723201,-0.34,-0.4,9.41,0,0,0
1153,0.001090831,0.010908308,-0.009817477,-0.26,0,9.39,0,0,0
1154,0.003272492,0.006544985,-0.010908308,-0.28,-0.01,9.41,0,0,0
1155,0.003272492,-0.002181662,-0.019634954,-0.33,-0.24,9.42,0,0,0
1156,0.002181662,-0.010908308,-0.044724062,-0.36,-0.27,9.42,0,0,0
1157,0.004363323,-0.008726646,-0.043633231,-0.3,-0.45,9.39,0,0,0
1158,-0.001090831,0.003272492,-0.040360739,-0.32,-0.45,9.42,0,0,0
1159,0,0.005454154,-0.02727077,-0.35,-0.41,9.43,0,0,0
1160,0.001090831,0.007635815,-0.005454154,-0.32,-0.29,9.38,0,0,0
1161,0.001090831,0.003272492,-0.018544123,-0.37,-0.22,9.41,0,0,0
1162,0.002181662,0.002181662,-0.046905724,-0.4,-0.17,9.4,0,0,0
1163,0.001090831,-0.003272492,-0.057814031,-0.37,-0.13,9.42,0,0,0
1164,0.003272492,-0.004363323,-0.045814893,-0.33,-0.26,9.39,0,0,0
1165,0.002181662,-0.003272492,-0.038179077,-0.3,-0.29,9.4,0,0,0
1166,0.002181662,-0.001090831,-0.021816616,-0.33,-0.57,9.39,0,0,0
1167,-0.001090831,0.002181662,0,-0.31,-0.57,9.42,0,0,0
1168,-0.001090831,-0.001090831,-0.011999139,-0.36,-0.61,9.4,0,0,0
1169,-0.001090831,0.003272492,-0.025089108,-0.41,-0.34,9.42,0,0,0
1170,-0.005454154,0.003272492,-0.043633231,-0.38,-0.06,9.4,0,0,0
1171,-0.003272492,0,-0.044724062,-0.22,0.19,9.39,0,0,0
1172,0.002181662,-0.002181662,0.009817477,-0.27,-0.13,9.39,0,0,0
1173,0,-0.005454154,0.016362462,-0.3,-0.21,9.39,0,0,0
1174,0.003272492,-0.007635815,0.016362462,-0.32,-0.61,9.42,0,0,0
1175,-0.002181662,-0.003272492,0.009817477,-0.34,-0.56,9.4,0,0,0
1176,-0.002181662,-0.003272492,-0.007635815,-0.34,-0.53,9.41,0,0,0
1177,-0.005454154,0.002181662,-0.018544123,-0.37,-0.35,9.38,0,0,0
1178,-0.002181662,0.003272492,-0.011999139,-0.33,0.04,9.38,0,0,0
1179,0.001090831,-0.008726646,-0.0283616,-0.33,0.09,9.4,0,0,0
1180,0.002181662,-0.010908308,-0.044724062,-0.4,0.03,9.42,0,0,0
1181,-0.001090831,-0.011999139,-0.06981317,-0.32,-0.14,9.42,0,0,0
1182,0.003272492,-0.009817477,-0.038179077,-0.26,-0.56,9.39,0,0,0
1183,0.001090831,-0.007635815,-0.0283616,-0.28,-0.56,9.4,0,0,0
1184,0,-0.001090831,-0.009817477,-0.32,-0.53,9.41,0,0,0
1185,-0.004363323,0.004363323,-0.002181662,-0.33,-0.25,9.41,0,0,0
1186,-0.005454154,-0.001090831,0.008726646,-0.35,-0.21,9.38,0,0,0
1187,-0.002181662,0,0.015271631,-0.35,-0.27,9.44,0,0,0
1188,-0.002181662,-0.003272492,0.011999139,-0.38,-0.08,9.39,0,0,0
1189,-0.003272492,-0.003272492,-0.002181662,-0.33,-0.36,9.41,0,0,0
1190,-0.002181662,-0.004363323,0.009817477,-0.33,-0.38,9.41,0,0,0
1191,-0.001090831,-0.002181662,0.004363323,-0.26,-0.46,9.42,0,0,0
1192,-0.002181662,0.002181662,0.016362462,-0.28,-0.52,9.39,0,0,0
1193,-0.002181662,0.002181662,0.035997416,-0.31,-0.48,9.39,0,0,0
1194,-0.001090831,0.004363323,0.0283616,-0.35,-0.23,9.39,0,0,0
1195,-0.001090831,0.001090831,0.011999139,-0.39,-0.15,9.41,0,0,0
1196,-0.002181662,-0.003272492,-0.031634093,-0.31,-0.16,9.39,0,0,0
1197,0,-0.001090831,-0.004363323,-0.28,-0.36,9.39,0,0,0
1198,0,-0.004363323,0.001090831,-0.25,-0.23,9.39,0,0,0
1199,0.001090831,-0.003272492,0.003272492,-0.33,-0.7,9.4,0,0,0
1200,0.001090831,-0.005454154,-0.030543262,-0.33,-0.31,9.36,0,0,0
1201,0,0,-0.019634954,-0.34,-0.18,9.41,0,0,0
1202,-0.002181662,0.001090831,0.001090831,-0.33,-0.22,9.4,0,0,0
1203,-0.003272492,0.002181662,0.030543262,-0.31,0.22,9.41,0,0,0
1204,-0.001090831,0.002181662,0.032724923,-0.34,-0.08,9.38,0,0,0
1205,0,-0.005454154,-0.003272492,-0.36,-0.32,9.42,0,0,0
1206,-0.003272492,-0.005454154,-0.016362462,-0.32,-0.59,9.4,0,0,0
1207,-0.002181662,-0.003272492,-0.038179077,-0.29,-0.08,9.38,0,0,0
1208,-0.003272492,-0.001090831,-0.030543262,-0.35,-0.33,9.39,0,0,0
1209,-0.001090831,0,-0.038179077,-0.26,-0.5,9.42,0,0,0
1210,-0.001090831,0.001090831,-0.015271631,-0.33,-0.49,9.41,0,0,0
1211,-0.001090831,0.005454154,0.005454154,-0.27,-0.4,9.37,0,0,0
1212,-0.002181662,0.002181662,0.026179939,-0.36,-0.1,9.4,0,0,0
1213,-0.006544985,0.006544985,0.016362462,-0.39,0.05,9.39,0,0,0
1214,-0.001090831,0,-0.020725785,-0.35,-0.06,9.39,0,0,0
1215,-0.001090831,-0.004363323,-0.008726646,-0.33,-0.35,9.42,0,0,0
1216,0.001090831,-0.005454154,-0.004363323,-0.29,-0.41,9.4,0,0,0
1217,-0.001090831,0.002181662,0.023998277,-0.31,-0.46,9.4,0,0,0
1218,-0.002181662,0.002181662,0.009817477,-0.31,-0.48,9.4,0,0,0
1219,-0.003272492,0.006544985,0.0141808,-0.32,-0.18,9.36,0,0,0
1220,0.002181662,0.001090831,0.007635815,-0.33,-0.2,9.41,0,0,0
1221,0.003272492,-0.002181662,0.001090831,-0.35,-0.18,9.37,0,0,0
1222,0.003272492,-0.003272492,-0.022907446,-0.35,-0.16,9.45,0,0,0
1223,0.005454154,-0.001090831,-0.009817477,-0.29,-0.17,9.4,0,0,0
1224,0.003272492,-0.002181662,0.025089108,-0.24,-0.4,9.39,0,0,0
1225,0.001090831,0.001090831,0.02727077,-0.33,-0.51,9.38,0,0,0
1226,0.002181662,-0.003272492,-0.002181662,-0.3,-0.55,9.38,0,0,0
1227,0,-0.002181662,-0.001090831,-0.31,-0.36,9.4,0,0,0
1228,0.001090831,-0.001090831,-0.007635815,-0.36,-0.21,9.41,0,0,0
1229,0.001090831,-0.001090831,-0.017453293,-0.35,-0.11,9.38,0,0,0
1230,0.001090831,-0.003272492,-0.030543262,-0.29,-0.41,9.43,0,0,0
1231,0.003272492,-0.001090831,-0.015271631,-0.28,-0.43,9.43,0,0,0
1232,0.006544985,-0.001090831,0,-0.34,-0.18,9.37,0,0,0
1233,0.003272492,0.001090831,-0.003272492,-0.34,-0.32,9.4,0,0,0
1234,0.003272492,0.006544985,0.011999139,-0.35,-0.23,9.41,0,0,0
1235,0.001090831,0.003272492,0.010908308,-0.3,-0.3,9.4,0,0,0
1236,0.004363323,-0.001090831,0.013089969,-0.27,-0.44,9.42,0,0,0
1237,0.005454154,-0.001090831,0.008726646,-0.31,-0.42,9.41,0,0,0
1238,0.001090831,0,0.015271631,-0.35,-0.48,9.4,0,0,0
1239,0.003272492,0,0.005454154,-0.38,-0.33,9.37,0,0,0
1240,0.007635815,-0.001090831,0.016362462,-0.36,-0.39,9.42,0,0,0
1241,0.004363323,-0.002181662,-0.004363323,-0.3,-0.35,9.37,0,0,0
1242,0.005454154,0.001090831,0.0141808,-0.32,-0.32,9.39,0,0,0
1243,0.005454154,0.003272492,0.037088247,-0.28,-0.29,9.42,0,0,0
1244,0.001090831,0,0.0283616,-0.32,-0.33,9.4,0,0,0
1245,0.003272492,0,0.025089108,-0.33,-0.43,9.41,0,0,0
1246,0.001090831,0,0.030543262,-0.32,-0.5,9.4,0,0,0
1247,0.001090831,-0.004363323,0.020725785,-0.36,-0.18,9.38,0,0,0
1248,0.001090831,-0.002181662,0.009817477,-0.34,-0.28,9.4,0,0,0
1249,0.002181662,-0.001090831,0.004363323,-0.32,-0.25,9.39,0,0,0
1250,0.002181662,-0.003272492,0.010908308,-0.36,-0.27,9.39,0,0,0
1251,-0.002181662,-0.001090831,0.003272492,-0.35,-0.11,9.4,0,0,0
1252,-0.001090831,-0.002181662,0.002181662,-0.35,-0.27,9.39,0,0,0
1253,0,-0.002181662,0.006544985,-0.3,-0.42,9.38,0,0,0
1254,-0.002181662,-0.004363323,0.030543262,-0.32,-0.29,9.41,0,0,0
1255,-0.004363323,-0.004363323,0.034906585,-0.32,-0.41,9.4,0,0,0
1256,-0.003272492,0.005454154,0.016362462,-0.29,-0.42,9.39,0,0,0
1257,-0.006544985,0.004363323,0.006544985,-0.43,-0.22,9.39,0,0,0
1258,-0.003272492,-0.004363323,-0.025089108,-0.37,-0.19,9.39,0,0,0
1259,0,-0.005454154,-0.020725785,-0.33,-0.17,9.39,0,0,0
1260,-0.003272492,-0.003272492,-0.007635815,-0.27,-0.47,9.4,0,0,0
1261,-0.003272492,0.001090831,-0.006544985,-0.3,-0.29,9.4,0,0,0
1262,-0.004363323,0.001090831,0.005454154,-0.27,-0.4,9.39,0,0,0
1263,-0.003272492,-0.005454154,0.011999139,-0.41,-0.22,9.4,0,0,0
1264,-0.004363323,0.003272492,-0.002181662,-0.43,-0.19,9.4,0,0,0
1265,-0.005454154,-0.005454154,-0.025089108,-0.4,-0.14,9.4,0,0,0
1266,-0.005454154,-0.005454154,-0.023998277,-0.31,-0.32,9.39,0,0,0
1267,-0.003272492,-0.005454154,-0.022907446,-0.26,-0.33,9.38,0,0,0
1268,-0.003272492,0,0.013089969,-0.29,-0.49,9.41,0,0,0
1269,-0.003272492,0.001090831,0.016362462,-0.27,-0.42,9.41,0,0,0
1270,-0.006544985,0,0.011999139,-0.41,-0.32,9.38,0,0,0
1271,-0.006544985,-0.003272492,-0.035997416,-0.3,-0.33,9.41,0,0,0
1272,-0.007635815,-0.001090831,-0.032724923,-0.37,-0.08,9.38,0,0,0
1273,-0.006544985,-0.003272492,-0.020725785,-0.28,-0.42,9.43,0,0,0
1274,-0.002181662,-0.003272492,-0.004363323,-0.32,-0.31,9.41,0,0,0
1275,-0.007635815,-0.002181662,0.004363323,-0.27,-0.52,9.42,0,0,0
1276,-0.005454154,0.003272492,0.019634954,-0.31,-0.55,9.4,0,0,0
1277,-0.007635815,0.004363323,0.025089108,-0.38,-0.51,9.39,0,0,0
1278,-0.009817477,0.002181662,0.003272492,-0.45,-0.22,9.4,0,0,0
1279,-0.008726646,-0.002181662,-0.049087385,-0.37,-0.11,9.41,0,0,0
1280,-0.009817477,-0.004363323,-0.043633231,-0.28,-0.11,9.43,0,0,0
1281,-0.006544985,-0.005454154,-0.035997416,-0.32,-0.33,9.41,0,0,0
1282,-0.007635815,-0.004363323,-0.045814893,-0.34,-0.33,9.4,0,0,0
1283,-0.005454154,-0.004363323,-0.031634093,-0.29,-0.31,9.39,0,0,0
1284,-0.009817477,0.002181662,-0.007635815,-0.37,-0.54,9.41,0,0,0
1285,-0.010908308,0.001090831,-0.0141808,-0.35,-0.15,9.4,0,0,0
1286,-0.009817477,-0.001090831,0.005454154,-0.34,0.02,9.43,0,0,0
1287,-0.008726646,0.003272492,0.016362462,-0.32,-0.01,9.4,0,0,0
1288,-0.005454154,0.003272492,0.031634093,-0.35,-0.13,9.42,0,0,0
1289,-0.005454154,0,0.030543262,-0.3,-0.25,9.39,0,0,0
1290,-0.004363323,-0.003272492,0.009817477,-0.35,-0.54,9.4,0,0,0
1291,-0.007635815,-0.003272492,-0.030543262,-0.33,-0.5,9.38,0,0,0
1292,-0.006544985,0.001090831,-0.009817477,-0.31,-0.41,9.4,0,0,0
1293,-0.007635815,0,0.010908308,-0.4,-0.38,9.39,0,0,0
1294,-0.009817477,-0.002181662,-0.004363323,-0.41,-0.42,9.43,0,0,0
1295,-0.009817477,-0.001090831,-0.007635815,-0.37,-0.27,9.4,0,0,0
1296,-0.007635815,-0.004363323,-0.017453293,-0.38,-0.35,9.4,0,0,0
1297,-0.008726646,-0.003272492,-0.0283616,-0.28,-0.28,9.39,0,0,0
1298,-0.006544985,0.001090831,0.016362462,-0.33,-0.44,9.41,0,0,0
1299,-0.007635815,0,0.015271631,-0.33,-0.45,9.39,0,0,0
1300,-0.006544985,0.002181662,0.019634954,-0.43,-0.24,9.43,0,0,0
1301,-0.008726646,-0.005454154,-0.068722339,-0.35,-0.15,9.43,0,0,0
1302,-0.008726646,-0.006544985,-0.082903139,-0.36,-0.24,9.4,0,0,0
1303,-0.008726646,-0.002181662,-0.05563237,-0.27,-0.26,9.41,0,0,0
1304,-0.006544985,0.002181662,0.017453293,-0.34,-0.47,9.39,0,0,0
1305,-0.005454154,0,0.019634954,-0.3,-0.45,9.41,0,0,0
1306,-0.007635815,0.004363323,0.034906585,-0.29,-0.41,9.4,0,0,0
1307,-0.008726646,0,0.032724923,-0.46,-0.41,9.39,0,0,0
1308,-0.008726646,-0.005454154,-0.049087385,-0.37,-0.15,9.39,0,0,0
1309,-0.006544985,0.002181662,-0.005454154,-0.27,-0.11,9.39,0,0,0
1310,-0.006544985,0,0.030543262,-0.26,-0.21,9.42,0,0,0
1311,-0.003272492,0.003272492,0.057814031,-0.28,-0.28,9.39,0,0,0
1312,-0.005454154,0.001090831,0.062177355,-0.29,-0.4,9.41,0,0,0
1313,-0.003272492,0.004363323,0.062177355,-0.36,-0.54,9.41,0,0,0
1314,-0.004363323,-0.004363323,0.02727077,-0.44,-0.44,9.4,0,0,0
1315,-0.007635815,-0.008726646,-0.058904862,-0.35,-0.21,9.39,0,0,0
1316,-0.006544985,-0.005454154,-0.049087385,-0.26,-0.15,9.42,0,0,0
1317,-0.005454154,-0.001090831,-0.013089969,-0.29,-0.46,9.43,0,0,0
1318,-0.003272492,0.003272492,0.029452431,-0.31,-0.53,9.39,0,0,0
1319,-0.003272492,0.003272492,0.040360739,-0.3,-0.51,9.41,0,0,0
1320,-0.004363323,0.007635815,0.075267324,-0.39,-0.42,9.42,0,0,0
1321,-0.003272492,0.005454154,0.051269047,-0.36,-0.15,9.4,0,0,0
1322,-0.004363323,-0.001090831,0.033815754,-0.38,-0.45,9.41,0,0,0
1323,-0.003272492,0,-0.013089969,-0.29,-0.24,9.42,0,0,0
1324,-0.003272492,-0.001090831,-0.001090831,-0.37,-0.52,9.44,0,0,0
1325,-0.003272492,0.001090831,-0.022907446,-0.28,-0.28,9.39,0,0,0
1326,-0.004363323,0.001090831,0.002181662,-0.29,-0.15,9.4,0,0,0
1327,-0.006544985,0.005454154,0.029452431,-0.33,-0.18,9.4,0,0,0
1328,-0.004363323,0.001090831,0.019634954,-0.36,-0.34,9.4,0,0,0
1329,-0.002181662,-0.005454154,0.007635815,-0.34,-0.39,9.4,0,0,0
1330,-0.004363323,-0.001090831,-0.052359878,-0.28,-0.6,9.43,0,0,0
1331,-0.004363323,0.001090831,-0.047996554,-0.26,-0.43,9.42,0,0,0
1332,-0.004363323,0.004363323,-0.016362462,-0.3,-0.28,9.41,0,0,0
1333,-0.005454154,0.004363323,0.032724923,-0.45,-0.21,9.41,0,0,0
1334,-0.003272492,-0.003272492,0.001090831,-0.42,-0.17,9.42,0,0,0
1335,-0.006544985,-0.008726646,-0.023998277,-0.46,-0.3,9.43,0,0,0
1336,-0.004363323,-0.003272492,-0.018544123,-0.29,-0.39,9.39,0,0,0
1337,-0.006544985,-0.003272492,-0.004363323,-0.33,-0.42,9.42,0,0,0
1338,-0.006544985,-0.002181662,-0.004363323,-0.36,-0.51,9.41,0,0,0
1339,-0.009817477,0.008726646,-0.008726646,-0.39,-0.28,9.41,0,0,0
1340,-0.008726646,0.001090831,-0.035997416,-0.33,-0.23,9.38,0,0,0
1341,-0.002181662,0.001090831,-0.031634093,-0.26,0.11,9.42,0,0,0
1342,-0.002181662,0.001090831,-0.005454154,-0.32,-0.11,9.44,0,0,0
1343,-0.001090831,-0.005454154,0.008726646,-0.34,-0.72,9.4,0,0,0
1344,-0.001090831,0.004363323,0.0283616,-0.39,-0.66,9.39,0,0,0
1345,0,0.003272492,0.007635815,-0.28,-0.37,9.41,0,0,0
1346,-0.002181662,-0.001090831,0.033815754,-0.43,-0.33,9.4,0,0,0
1347,-0.002181662,-0.001090831,-0.001090831,-0.35,-0.33,9.37,0,0,0
1348,0,0.001090831,0.0141808,-0.42,-0.51,9.42,0,0,0
1349,0.001090831,0.001090831,0.004363323,-0.32,-0.49,9.42,0,0,0
1350,0.002181662,0,0.042542401,-0.35,-0.68,9.43,0,0,0
1351,-0.003272492,0.001090831,0.056723201,-0.31,-0.1,9.39,0,0,0
1352,-0.004363323,0,0.0283616,-0.33,-0.36,9.41,0,0,0
1353,-0.006544985,0,0.008726646,-0.36,-0.53,9.38,0,0,0
1354,-0.002181662,0,0.007635815,-0.45,-0.5,9.39,0,0,0
1355,-0.004363323,0.001090831,0.0141808,-0.36,-0.47,9.41,0,0,0
1356,-0.003272492,0,0.029452431,-0.24,-0.4,9.44,0,0,0
1357,-0.004363323,0.002181662,0.071994832,-0.25,-0.29,9.42,0,0,0
1358,-0.005454154,0.002181662,0.091629786,-0.43,-0.49,9.42,0,0,0
1359,-0.004363323,0.005454154,0.085084801,-0.42,-0.4,9.39,0,0,0
1360,-0.006544985,0.005454154,0.077448986,-0.44,-0.52,9.41,0,0,0
1361,-0.009817477,0.002181662,0.075267324,-0.35,-0.26,9.37,0,0,0
1362,-0.005454154,0.003272492,0.046905724,-0.33,-0.36,9.42,0,0,0
1363,-0.005454154,0.005454154,0.031634093,-0.26,-0.19,9.42,0,0,0
1364,-0.003272492,0.002181662,-0.018544123,-0.19,-0.18,9.39,0,0,0
1365,0.002181662,0.004363323,-0.002181662,-0.22,-0.28,9.38,0,0,0
1366,-0.002181662,0.003272492,-0.037088247,-0.43,-0.54,9.42,0,0,0
1367,-0.003272492,0.005454154,0.003272492,-0.33,-0.51,9.39,0,0,0
1368,-0.002181662,0.009817477,0.059995693,-0.36,-0.22,9.38,0,0,0
1369,-0.001090831,0.003272492,0.089448124,-0.28,-0.37,9.41,0,0,0
1370,0,0.008726646,0.113446401,-0.37,-0.26,9.45,0,0,0
1371,-0.001090831,0.002181662,0.116718894,-0.36,-0.47,9.39,0,0,0
1372,0.001090831,0.009817477,0.09817477,-0.45,-0.33,9.37,0,0,0
1373,0.001090831,0.006544985,0.05563237,-0.31,-0.21,9.42,0,0,0
1374,0.001090831,0.006544985,0.059995693,-0.33,-0.36,9.43,0,0,0
1375,-0.001090831,0.008726646,0.062177355,-0.39,-0.47,9.43,0,0,0
1376,0.001090831,0.004363323,0.094902278,-0.4,-0.47,9.4,0,0,0
1377,-0.006544985,0,0.093811447,-0.4,-0.31,9.41,0,0,0
1378,-0.006544985,-0.003272492,0.080721478,-0.45,-0.26,9.39,0,0,0
1379,-0.001090831,-0.001090831,0.056723201,-0.35,-0.14,9.43,0,0,0
1380,-0.002181662,-0.005454154,0.051269047,-0.32,-0.29,9.39,0,0,0
1381,-0.003272492,0,0.064359016,-0.39,-0.42,9.43,0,0,0
1382,0.001090831,-0.006544985,0.022907446,-0.4,-0.54,9.38,0,0,0
1383,0,-0.006544985,0.022907446,-0.4,-0.56,9.41,0,0,0
1384,0,-0.003272492,0.013089969,-0.39,-0.44,9.39,0,0,0
1385,-0.002181662,0.002181662,0.006544985,-0.34,-0.39,9.44,0,0,0
