Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),Timestamp
278,0.031634093,-0.016362462,-0.017453293,-1.48,0.25,9.88,0,0,0,1743569202.5294566
279,0.007635815,-0.010908308,-0.016362462,-1.1,0.39,9.22,0,0,0,1743569202.5445704
280,-0.082903139,-0.103628924,0.040360739,-1.21,0.16,9.38,0,0,0,1743569202.5574045
281,-0.003272492,-0.057814031,0.056723201,-1.24,0.05,9.39,0,0,0,1743569202.5731337
282,0.119991386,-0.080721478,0.045814893,-0.86,0.51,9.19,0,0,0,1743569202.5862153
283,0.068722339,0.018544123,0.042542401,-0.63,0.67,9.27,0,0,0,1743569202.6006248
284,0,0.058904862,0.050178216,-0.59,0.03,9.19,0,0,0,1743569202.615085
285,0.034906585,0.033815754,0.023998277,-0.48,0.26,9.15,0,0,0,1743569202.6279085
286,0.064359016,0.076358155,-0.050178216,-0.33,0.48,9.22,0,0,0,1743569202.6407294
287,0.025089108,0.082903139,-0.050178216,-0.04,0.47,9.03,0,0,0,1743569202.6551921
288,-0.039269908,0.009817477,-0.003272492,0,0.3,8.64,0,0,0,1743569202.6683261
289,-0.062177355,0.033815754,-0.002181662,0.02,-0.02,8.66,0,0,0,1743569202.6811457
290,-0.071994832,0.183259571,-0.051269047,-0.17,-0.18,9.27,0,0,0,1743569202.694528
291,0.129808863,0.206167018,-0.061086524,-0.15,-0.18,9.57,0,0,0,1743569202.7073529
292,0.193077049,0.184350402,-0.045814893,-0.06,0.11,9.66,0,0,0,1743569202.7231593
293,0.116718894,0.035997416,-0.019634954,0.33,0.39,9.04,0,0,0,1743569202.7361772
294,0.056723201,-0.02727077,0,0.45,0.42,8.84,0,0,0,1743569202.7505536
295,0.061086524,0.056723201,-0.013089969,0.31,0.33,9.23,0,0,0,1743569202.7650433
296,0.107992247,0.162533787,-0.044724062,0.33,0.32,9.58,0,0,0,1743569202.7779891
297,0.087266463,0.229074464,-0.074176493,0.23,0.29,9.98,0,0,0,1743569202.7908235
298,0.051269047,0.208348679,-0.09817477,0.03,0.05,9.69,0,0,0,1743569202.8051398
299,0,0.052359878,-0.062177355,0.02,0.01,9.93,0,0,0,1743569202.8182366
300,0.044724062,0.045814893,-0.090538955,-0.04,0.15,9.78,0,0,0,1743569202.8310552
301,0.087266463,-0.026179939,-0.095993109,0.05,0.12,9.4,0,0,0,1743569202.8440528
302,0.02727077,-0.042542401,-0.029452431,0.55,0.52,9.32,0,0,0,1743569202.8568707
303,0.029452431,-0.030543262,-0.029452431,0.67,0.82,9.51,0,0,0,1743569202.872695
304,0.018544123,0,0.005454154,0.78,0.71,9.35,0,0,0,1743569202.8856955
305,-0.016362462,-0.023998277,0.058904862,0.81,0.73,9.4,0,0,0,1743569202.8998735
306,-0.019634954,0.006544985,0.076358155,0.65,0.5,9.4,0,0,0,1743569202.9146252
307,-0.034906585,-0.030543262,0.09708394,0.6,0.34,9.4,0,0,0,1743569202.927447
308,-0.054541539,-0.017453293,0.110173909,0.27,0.06,9.51,0,0,0,1743569202.940268
309,-0.071994832,-0.034906585,0.140717171,0.22,0.02,9.6,0,0,0,1743569202.9548147
310,-0.067631509,-0.05563237,0.129808863,0.14,0.06,9.74,0,0,0,1743569202.9678824
311,-0.058904862,-0.123263878,0.118900555,0.4,0.49,9.16,0,0,0,1743569202.9807837
312,-0.057814031,-0.213802833,0.127627202,0.42,0.59,8.89,0,0,0,1743569202.9942234
313,-0.019634954,-0.234528618,0.154897971,0.32,0.37,8.57,0,0,0,1743569203.0071218
314,-0.015271631,-0.18107791,0.161442956,0.18,0.56,8.67,0,0,0,1743569203.0230074
315,0.005454154,-0.112355571,0.174532925,0.29,0.98,8.3,0,0,0,1743569203.0360444
316,0.021816616,-0.116718894,0.249800249,-0.02,0.62,7.98,0,0,0,1743569203.050747
317,0.005454154,-0.045814893,0.34797502,-0.7,0.12,8.89,0,0,0,1743569203.0649672
318,-0.016362462,0.191986218,0.410152374,-0.79,0.22,9.3,0,0,0,1743569203.077865
319,-0.067631509,0.248709418,0.39051742,-1.24,0,10.08,0,0,0,1743569203.0907621
320,-0.129808863,0.241073603,0.385063266,-1.3,0.11,10.02,0,0,0,1743569203.105029
321,-0.087266463,0.085084801,0.32070425,-1.37,0.43,10.46,0,0,0,1743569203.118585
322,-0.031634093,0.064359016,0.29343348,-1.58,0.39,10.68,0,0,0,1743569203.1314907
323,0.020725785,-0.019634954,0.282525173,-1.69,0.38,10.07,0,0,0,1743569203.144634
324,0.161442956,-0.229074464,0.235619449,-1.81,0.72,9.33,0,0,0,1743569203.1576893
325,0.149443817,-0.229074464,0.227983634,-2.01,0.29,9.31,0,0,0,1743569203.1737335
326,0.049087385,-0.074176493,0.241073603,-2.14,0.21,9.58,0,0,0,1743569203.1866348
327,0.061086524,-0.04145157,0.196349541,-2.13,0.27,9.76,0,0,0,1743569203.202249
328,0.011999139,-0.022907446,0.11126474,-2.33,0.11,9.84,0,0,0,1743569203.2157497
329,-0.045814893,-0.100356432,0.079630647,-2.13,0.13,9.22,0,0,0,1743569203.228649
330,-0.062177355,-0.127627202,0.033815754,-2.18,0.02,9.13,0,0,0,1743569203.2415442
331,-0.0283616,-0.099265601,-0.005454154,-1.8,0.2,9.18,0,0,0,1743569203.2552953
332,0.062177355,0.003272492,-0.116718894,-1.62,0.13,9.6,0,0,0,1743569203.2692754
333,0.091629786,0.026179939,-0.140717171,-1.54,0.26,9.8,0,0,0,1743569203.2821767
334,0.018544123,-0.039269908,-0.185441233,-0.99,0.77,9.53,0,0,0,1743569203.2956553
335,-0.070904001,-0.056723201,-0.171260433,-0.93,0.72,9.52,0,0,0,1743569203
336,-0.126536371,-0.063268185,-0.143989663,-1.01,0.39,9.25,0,0,0,1743569203.3247554
337,-0.054541539,-0.067631509,-0.114537232,-0.89,0.41,9.13,0,0,0,1743569203.3376532
338,-0.047996554,-0.030543262,-0.138535509,-1,0.28,9.24,0,0,0,1743569203.3533907
339,-0.073085662,0.035997416,-0.124354709,-0.69,0.31,9.1,0,0,0,1743569203.3664641
340,-0.064359016,0.077448986,-0.163624617,-0.79,0.38,9.65,0,0,0,1743569203.3793738
341,0.0141808,0.172351264,-0.231256126,-0.69,0.47,10.22,0,0,0,1743569203.3922677
342,0.086175632,-0.020725785,-0.269435203,-0.67,0.29,9.49,0,0,0,1743569203.4055595
343,0.092720617,-0.087266463,-0.260708557,-0.8,0.2,9.39,0,0,0,1743569203.4199812
344,0.088357293,-0.082903139,-0.258526895,-0.71,0.2,8.98,0,0,0,1743569203.4330518
345,0.062177355,0.029452431,-0.286888496,-0.73,-0.08,9.11,0,0,0,1743569203.4459527
346,0.070904001,0.063268185,-0.302160127,-0.32,0.12,8.89,0,0,0,1743569203.4609568
347,0.082903139,0.08399397,-0.353429174,0.08,0.41,9.63,0,0,0,1743569203.4750743
348,0.123263878,0.178896248,-0.377427451,0.09,0.56,9.51,0,0,0,1743569203.4879704
349,0.15380714,0.089448124,-0.367609974,0.1,0.32,9.35,0,0,0,1743569203.5034978
350,0.103628924,0.011999139,-0.289070157,0.33,0.58,8.6,0,0,0,1743569203.5163913
351,0.103628924,0.029452431,-0.285797665,0.72,0.84,8.6,0,0,0,1743569203.529286
352,0.082903139,0.107992247,-0.256345234,0.54,0.68,8.77,0,0,0,1743569203.5421786
353,0.054541539,0.199622033,-0.221438649,0.62,0.38,9.16,0,0,0,1743569203.5554736
354,0.047996554,0.187622895,-0.211621172,0.7,0.38,9.1,0,0,0,1743569203.5700567
355,0.0283616,0.160352125,-0.205076187,0.78,0.54,9.06,0,0,0,1743569203.5831723
356,0.074176493,0.124354709,-0.131990525,1,0.51,9.19,0,0,0,1743569204
357,0.150534648,0.102538094,-0.118900555,1.14,0.67,9.38,0,0,0,1743569203.6115227
358,0.129808863,0.081812309,-0.058904862,1.11,0.5,9.67,0,0,0,1743569203.6252418
359,0.11126474,0.054541539,-0.04145157,1.03,0.57,9.74,0,0,0,1743569203.6381412
360,0.11126474,0.044724062,-0.0141808,0.97,0.64,9.64,0,0,0,1743569203.653455
361,0.063268185,0.009817477,0.030543262,1.12,0.8,9.96,0,0,0,1743569203.6663508
362,0.073085662,-0.003272492,0.045814893,1.1,0.91,9.9,0,0,0,1743569203.679254
363,0.063268185,-0.076358155,0.094902278,1.03,0.82,9.69,0,0,0,1743569203.692145
364,0.007635815,-0.087266463,0.129808863,0.74,0.67,9.46,0,0,0,1743569203.705321
365,-0.022907446,-0.058904862,0.136353848,0.7,0.74,9.64,0,0,0,1743569203.7199426
366,-0.04145157,-0.042542401,0.163624617,0.4,0.47,9.9,0,0,0,1743569203.7330272
367,-0.129808863,-0.135263017,0.198531202,0.03,0.36,9.68,0,0,0,1743569203.7459333
368,-0.131990525,-0.157079633,0.200712864,0.06,0.29,9.26,0,0,0,1743569203.7613134
369,-0.142898833,-0.135263017,0.162533787,-0.08,0.97,8.98,0,0,0,1743569203.7751198
370,-0.162533787,-0.074176493,0.245436926,-0.23,0.82,9.06,0,0,0,1743569203.7880132
371,-0.162533787,-0.074176493,0.245436926,-0.79,0.37,9.45,0,0,0,1743569203.803273
372,-0.046905724,-0.141808002,0.27816185,-0.95,0.14,9.34,0,0,0,1743569203.8161688
373,-0.02727077,-0.194167879,0.235619449,-1,0.29,9.16,0,0,0,1743569203.829061
374,-0.018544123,-0.226892803,0.210530341,-1.11,0.52,8.66,0,0,0,1743569203.8419588
375,-0.022907446,-0.162533787,0.188713725,-1.48,0.34,8.82,0,0,0,1743569203.8552446
376,0.016362462,0.021816616,0.16689711,-1.74,0.52,9.71,0,0,0,1743569203.869938
377,-0.026179939,-0.009817477,0.165806279,-1.54,0.84,9.78,0,0,0,1743569203.8830671
378,-0.080721478,-0.081812309,0.20943951,-1.82,0.68,9.31,0,0,0,1743569203.8959699
379,-0.042542401,-0.158170463,0.26507188,-2.1,0.38,8.55,0,0,0,1743569203.9116416
380,0.042542401,0.182168741,0.201803695,-2.22,0.38,9.12,0,0,0,1743569203.9253254
381,-0.013089969,0.315250096,0.149443817,-2.39,0.12,10.04,0,0,0,1743569203.9382236
382,-0.06981317,0.25089108,0.075267324,-2.41,0.1,10.8,0,0,0,1743569203.9534016
383,-0.127627202,-0.077448986,-0.007635815,-2.23,0.23,10.39,0,0,0,1743569203.9663074
384,-0.138535509,-0.147262156,-0.019634954,-1.93,0.27,9.56,0,0,0,1743569203.9792025
385,-0.124354709,-0.147262156,-0.045814893,-1.69,0.29,9.26,0,0,0,1743569203.9925427
386,-0.019634954,0.002181662,-0.122173048,-1.43,0.45,9.66,0,0,0,1743569204.0054345
387,-0.025089108,-0.026179939,-0.140717171,-1.43,0.28,9.77,0,0,0,1743569204.0205126
388,0,-0.06981317,-0.163624617,-1.46,0.51,9.4,0,0,0,1743569204.0336254
389,-0.088357293,-0.150534648,-0.086175632,-0.9,0.63,8.63,0,0,0,1743569204.0465171
390,-0.102538094,-0.035997416,-0.059995693,-1,0.41,8.66,0,0,0,1743569204.0624957
391,-0.021816616,0.135263017,-0.101447263,-0.94,0.38,8.68,0,0,0,1743569204.0754085
392,0.005454154,0.232346957,-0.115628063,-1.05,0.09,9.36,0,0,0,1743569204.0883076
393,-0.023998277,0.272707696,-0.131990525,-1.36,-0.33,9.89,0,0,0,1743569204.1032593
394,0.067631509,0.104719755,-0.257436065,-1.16,-0.13,9.63,0,0,0,1743569204.116163
395,0.062177355,0.081812309,-0.285797665,-0.72,0.36,8.83,0,0,0,1743569204.1290576
396,0.040360739,0.145080494,-0.275980188,-0.68,0.21,8.77,0,0,0,1743569204.1419616
397,0.146171325,0.227983634,-0.294524311,-0.27,0.44,9.75,0,0,0,1743569204.1550946
398,0.113446401,0.146171325,-0.307614281,-0.1,0.57,9.59,0,0,0,1743569204.169943
399,0.049087385,0.091629786,-0.27816185,-0.11,0.48,8.98,0,0,0,1743569204.1830144
400,0.056723201,0.059995693,-0.19525871,0.26,0.49,8.14,0,0,0,1743569204.1958706
401,0.086175632,0.227983634,-0.19525871,0.44,0.34,8.7,0,0,0,1743569204.2117164
402,0.077448986,0.254163572,-0.254163572,0.72,0.42,10.33,0,0,0,1743569204.2251203
403,0.033815754,0.135263017,-0.251981911,0.6,0.38,10.42,0,0,0,1743569204.2380235
404,0.032724923,-0.089448124,-0.214893664,0.94,0.71,8.64,0,0,0,1743569204.2530537
405,0.011999139,-0.101447263,-0.140717171,1.02,0.63,8.03,0,0,0,1743569204.265958
406,-0.008726646,0.101447263,-0.079630647,0.93,0.49,8.51,0,0,0,1743569204.2788548
407,0.018544123,0.148352986,-0.045814893,0.94,0.57,8.7,0,0,0,1743569204.2922294
408,0,0.199622033,0.021816616,0.54,0.23,10.17,0,0,0,1743569204.3051298
409,0.026179939,0.008726646,0.04145157,0.39,0.19,9.96,0,0,0,1743569204.3201435
410,0.044724062,-0.116718894,0.038179077,0.16,0.39,8.98,0,0,0,1743569204.333218
411,0.037088247,-0.010908308,0.037088247,0.02,0.58,9.01,0,0,0,1743569204.3462694
412,0.056723201,0.02727077,0.053450708,-0.08,0.69,8.99,0,0,0,1743569204.3622663
413,-0.035997416,0.124354709,0.107992247,-0.7,0.48,9.64,0,0,0,1743569204.3751614
414,-0.109083078,0.118900555,0.124354709,-0.73,0.42,9.86,0,0,0,1743569204.3880565
415,-0.09708394,0.109083078,0.115628063,-0.99,0.38,10.14,0,0,0,1743569204.4030573
416,0.031634093,-0.151625479,0.094902278,-0.93,0.65,9.8,0,0,0,1743569204
417,0.050178216,-0.191986218,0.100356432,-0.98,0.59,9.61,0,0,0,1743569204.4288409
418,0.063268185,-0.19525871,0.088357293,-1.15,0.38,9.34,0,0,0,1743569204.4417326
419,0.074176493,-0.020725785,0.039269908,-1.32,0.18,9.11,0,0,0,1743569204.4548073
420,0.071994832,0.063268185,-0.002181662,-1.28,0.24,9.42,0,0,0,1743569204.4696085
421,0.053450708,0.095993109,-0.032724923,-1.1,0.56,10.11,0,0,0,1743569204.4827225
422,-0.110173909,-0.064359016,-0.016362462,-1.02,0.33,9.77,0,0,0,1743569204.4956164
423,-0.109083078,-0.070904001,-0.043633231,-1,0.29,9.56,0,0,0,1743569204.5115027
424,-0.129808863,0.044724062,-0.087266463,-0.75,0.48,10.25,0,0,0,1743569205
425,-0.091629786,0.046905724,-0.094902278,-0.82,0.38,10.66,0,0,0,1743569204.537889
426,-0.025089108,0.017453293,-0.099265601,-0.86,0.45,11.13,0,0,0,1743569205
427,0.009817477,-0.063268185,-0.105810586,-0.85,0.46,11.15,0,0,0,1743569204.5658326
428,0.011999139,-0.103628924,-0.101447263,-0.94,0.53,11.29,0,0,0,1743569204.5787592
429,-0.04145157,-0.158170463,-0.102538094,-0.85,0.58,11.04,0,0,0,1743569204.5921597
430,-0.078539816,-0.212712003,-0.12544554,-0.92,0.32,10.74,0,0,0,1743569204.6050751
431,-0.064359016,-0.231256126,-0.149443817,-0.81,0.42,10.3,0,0,0,1743569204.620506
432,-0.103628924,-0.189804556,-0.138535509,-0.68,0.53,9.91,0,0,0,1743569204.633642
433,-0.151625479,-0.151625479,-0.09817477,-0.64,0.49,9.84,0,0,0,1743569204.647482
434,-0.136353848,-0.15271631,-0.094902278,-0.49,0.48,9.23,0,0,0,1743569204.6625943
435,-0.206167018,-0.15271631,-0.045814893,-0.49,0.32,9.07,0,0,0,1743569204.6754863
436,-0.22252948,-0.126536371,-0.045814893,-0.61,0.22,9.02,0,0,0,1743569205
437,-0.245436926,-0.150534648,-0.051269047,-0.67,-0.04,8.25,0,0,0,1743569204.703066
438,-0.25089108,-0.135263017,-0.052359878,-0.73,-0.17,7.88,0,0,0,1743569204.7159624
439,-0.22252948,-0.091629786,-0.076358155,-0.62,-0.15,7.6,0,0,0,1743569205
440,-0.185441233,-0.034906585,-0.095993109,-0.44,0.08,7.52,0,0,0,1743569204.7419636
441,-0.176714587,0.010908308,-0.052359878,-0.31,0.1,7.44,0,0,0,1743569204.754861
442,-0.214893664,0.058904862,-0.045814893,-0.54,-0.24,7.7,0,0,0,1743569204.7701032
443,-0.208348679,0.058904862,-0.073085662,-0.31,0.05,7.67,0,0,0,1743569204.783193
444,-0.073085662,0.016362462,-0.038179077,-0.37,0.02,7.6,0,0,0,1743569204.7967207
445,-0.044724062,-0.013089969,-0.017453293,-0.16,0.07,6.97,0,0,0,1743569204.8122127
446,-0.086175632,0.170169602,0.016362462,-0.25,-0.12,7.14,0,0,0,1743569204.8251152
447,-0.082903139,0.254163572,0.033815754,-0.3,-0.31,7.72,0,0,0,1743569205
448,-0.010908308,0.275980188,0.030543262,-0.07,0.12,8.02,0,0,0,1743569204.8528683
449,0.11126474,0.210530341,0.056723201,-0.09,0.24,7.94,0,0,0,1743569204.8657649
450,0.107992247,0.199622033,0.077448986,0.06,0.32,7.94,0,0,0,1743569204.8786654
451,0.113446401,0.260708557,0.107992247,-0.1,0.38,8.06,0,0,0,1743569204.892105
452,0.131990525,0.424333174,0.130899694,-0.02,0.2,8.47,0,0,0,1743569204.9050016
453,0.190895387,0.465784744,0.138535509,-0.24,0.62,9.23,0,0,0,1743569204.920555
454,0.15380714,0.406879882,0.186532064,-0.57,0,10.17,0,0,0,1743569204.9337182
455,0.319613419,0.271616865,0.234528618,-0.49,0.45,9.62,0,0,0,1743569204.9479806
456,0.29343348,0.233437787,0.237801111,-0.97,-0.04,10.59,0,0,0,1743569204.9626923
457,0.359974158,0.16689711,0.18107791,-0.98,0.29,10.5,0,0,0,1743569204.975585
458,0.322885912,0.155988802,0.15380714,-0.9,0.36,10.77,0,0,0,1743569204.988478
459,0.234528618,0.203985356,0.145080494,-1.07,0.35,10.95,0,0,0,1743569205.0029423
460,-0.0283616,0.044724062,0.128718032,-1.07,0.28,10.42,0,0,0,1743569205.0161512
461,-0.157079633,0.080721478,0.133081355,-1.14,0.16,10.44,0,0,0,1743569205.029044
462,-0.183259571,0.06981317,0.116718894,-1.15,0.18,9.82,0,0,0,1743569205.042126
463,-0.112355571,0.09817477,0.113446401,-1.16,0.17,9.86,0,0,0,1743569205.055022
464,-0.051269047,0.117809725,0.068722339,-0.94,0.5,9.98,0,0,0,1743569205.070888
465,0.006544985,-0.005454154,0.026179939,-1.26,0.05,10,0,0,0,1743569205.084019
466,0.044724062,-0.104719755,-0.02727077,-1.1,0.29,9.58,0,0,0,1743569205.0987017
467,0.086175632,-0.099265601,-0.045814893,-1.27,0.2,9.24,0,0,0,1743569205.1129408
468,0.061086524,0.020725785,-0.045814893,-0.95,0.34,10.07,0,0,0,1743569205.1260297
469,0.054541539,0.124354709,-0.025089108,-1.35,0.03,10.89,0,0,0,1743569205.1389394
470,0.020725785,0.001090831,-0.006544985,-1.27,0,10.63,0,0,0,1743569205.1530716
471,-0.008726646,-0.071994832,-0.05563237,-1.19,0.1,10.52,0,0,0,1743569205.1667259
472,-0.056723201,-0.023998277,-0.073085662,-1.26,0.01,10.76,0,0,0,1743569205.1796465
473,-0.094902278,-0.004363323,-0.100356432,-0.95,0.38,11.17,0,0,0,1743569205.1932526
474,-0.134172186,-0.076358155,-0.138535509,-0.8,0.51,10.88,0,0,0,1743569205.2071187
475,-0.198531202,-0.116718894,-0.115628063,-0.72,0.49,10.74,0,0,0,1743569205.2223403
476,-0.210530341,-0.182168741,-0.095993109,-0.7,0.33,10.54,0,0,0,1743569205.2352352
477,-0.207257849,-0.197440372,-0.079630647,-0.69,0.22,10.65,0,0,0,1743569205.2511463
478,-0.130899694,-0.416697359,-0.087266463,-0.71,0.12,9.53,0,0,0,1743569205.2640412
479,-0.134172186,-0.478874714,-0.101447263,-0.79,0.28,8.89,0,0,0,1743569205.2769299
480,-0.199622033,-0.429787328,-0.103628924,-0.68,0.12,8.54,0,0,0,1743569205.2898228
481,-0.143989663,-0.253072742,-0.104719755,-0.53,0.22,8.33,0,0,0,1743569205.303443
482,-0.124354709,-0.176714587,-0.087266463,-0.53,0.22,8.32,0,0,0,1743569205.3176522
483,-0.113446401,-0.116718894,-0.081812309,-0.68,0.08,8.37,0,0,0,1743569205.330548
484,-0.15271631,-0.013089969,-0.073085662,-0.59,0.12,8.9,0,0,0,1743569205.3437245
485,-0.113446401,-0.02727077,-0.071994832,-0.66,0.14,9.01,0,0,0,1743569205.3582642
486,-0.066540678,-0.112355571,-0.064359016,-0.93,-0.23,8.75,0,0,0,1743569205.3727942
487,0.04145157,-0.199622033,-0.059995693,-0.96,-0.18,8.43,0,0,0,1743569205.385691
488,0.046905724,-0.161442956,-0.086175632,-0.95,-0.2,8.28,0,0,0,1743569205.4014177
489,-0.015271631,0.023998277,-0.06981317,-0.56,0.54,8.61,0,0,0,1743569205.4143157
490,0.018544123,0.045814893,-0.04145157,-0.28,0.79,8.57,0,0,0,1743569205.4272127
491,-0.021816616,0.05563237,0.010908308,-0.45,0.51,8.61,0,0,0,1743569205.4401047
492,-0.054541539,0.063268185,0.026179939,-0.66,-0.04,8.59,0,0,0,1743569205.4535863
493,-0.06981317,0.113446401,0.009817477,-0.59,-0.03,8.93,0,0,0,1743569205.4681876
494,-0.039269908,0.107992247,-0.006544985,-0.63,-0.04,9.19,0,0,0,1743569205.4813118
495,-0.034906585,0.005454154,0.019634954,-0.52,0.01,8.24,0,0,0,1743569205.4942102
496,-0.057814031,0.064359016,0.039269908,-0.55,0.09,8.01,0,0,0,1743569205.509595
497,-0.102538094,0.274889357,0.065449847,-0.61,0,8.47,0,0,0,1743569205.5233672
498,-0.08399397,0.322885912,0.054541539,-0.53,0.15,8.64,0,0,0,1743569205.5362575
499,-0.054541539,0.30652345,0.061086524,-0.4,0.29,8.56,0,0,0,1743569205.5516977
500,-0.002181662,0.270526034,0.105810586,-0.67,-0.13,9.08,0,0,0,1743569205.5646105
501,-0.017453293,0.303250958,0.129808863,-0.81,-0.27,9.57,0,0,0,1743569205.5775256
502,0.022907446,0.212712003,0.116718894,-0.9,-0.26,9.6,0,0,0,1743569205.5906978
503,0.018544123,0.140717171,0.104719755,-0.75,0.22,8.89,0,0,0,1743569205.603639
504,-0.015271631,0.16689711,0.146171325,-0.56,0.16,9.08,0,0,0,1743569205.6184828
505,0.019634954,0.18107791,0.135263017,-0.64,0.23,9.33,0,0,0,1743569205.6315706
506,0.089448124,0.173442094,0.080721478,-0.66,0.15,9.76,0,0,0,1743569205.6444666
507,0.126536371,0.09708394,0.077448986,-0.85,0,9.73,0,0,0,1743569205.6603148
508,0.082903139,0.045814893,0.116718894,-0.84,0.04,9.27,0,0,0,1743569205.6736743
509,0.039269908,0.105810586,0.123263878,-0.8,-0.12,9.67,0,0,0,1743569205.6865714
510,0.045814893,0.137444679,0.122173048,-0.99,0.07,9.89,0,0,0,1743569205.7016907
511,-0.066540678,0.038179077,0.142898833,-1.09,-0.07,9.64,0,0,0,1743569205.7147548
512,-0.107992247,0.030543262,0.142898833,-1.11,0.1,9.44,0,0,0,1743569205.7276585
513,-0.127627202,0.093811447,0.129808863,-1.18,-0.09,10.09,0,0,0,1743569205.740786
514,-0.053450708,0,0.140717171,-1.17,-0.27,9.74,0,0,0,1743569205.753683
515,-0.031634093,0.051269047,0.113446401,-1.32,-0.49,9.94,0,0,0,1743569205.769013
516,0.051269047,0.051269047,0.054541539,-1.33,-0.39,10.31,0,0,0,1743569205.782129
517,0.104719755,0.029452431,-0.029452431,-1.37,-0.28,10.51,0,0,0,1743569205.7953176
518,0.100356432,-0.029452431,-0.076358155,-1.07,0.28,10.34,0,0,0,1743569205.8110187
519,-0.006544985,-0.080721478,-0.040360739,-1.26,-0.21,10.28,0,0,0,1743569205.8238735
520,0.013089969,-0.080721478,-0.058904862,-1.13,-0.07,10.21,0,0,0,1743569205.8367682
521,-0.002181662,-0.037088247,-0.05563237,-1.17,-0.18,10.86,0,0,0,1743569205.8517942
522,0.022907446,-0.12544554,-0.056723201,-0.94,0.03,10.78,0,0,0,1743569205.8646874
523,-0.022907446,-0.157079633,-0.047996554,-0.86,0,10.57,0,0,0,1743569205.8775883
524,-0.058904862,-0.176714587,-0.05563237,-0.78,0.05,10.44,0,0,0,1743569205.8910813
525,-0.0283616,-0.176714587,-0.099265601,-0.76,0,10.7,0,0,0,1743569205.903977
526,0.023998277,-0.26507188,-0.103628924,-0.59,0.26,10.4,0,0,0,1743569205.9195113
527,0.038179077,-0.352338343,-0.088357293,-0.57,0.12,9.85,0,0,0,1743569205.9326591
528,-0.115628063,-0.382881605,-0.034906585,-0.66,-0.14,9.74,0,0,0,1743569206
529,-0.100356432,-0.353429174,-0.061086524,-0.6,-0.13,9.6,0,0,0,1743569205.9616332
530,-0.073085662,-0.368700804,-0.11126474,-0.6,-0.09,9.41,0,0,0,1743569205.9745307
531,-0.104719755,-0.333794219,-0.112355571,-0.66,-0.2,9.06,0,0,0,1743569205.9874268
532,-0.184350402,-0.261799388,-0.113446401,-0.67,-0.25,9.07,0,0,0,1743569206.0019352
533,-0.12544554,-0.186532064,-0.141808002,-0.55,0.13,8.89,0,0,0,1743569206.015005
534,-0.077448986,-0.162533787,-0.104719755,-0.59,-0.2,9.12,0,0,0,1743569206.027874
535,0.034906585,-0.172351264,-0.079630647,-0.71,-0.14,8.98,0,0,0,1743569206.0409467
536,0.137444679,-0.173442094,-0.090538955,-0.79,0,8.81,0,0,0,1743569206.0538435
537,0.053450708,-0.172351264,-0.077448986,-0.67,-0.21,9.02,0,0,0,1743569206.0682518
538,0.013089969,-0.13962634,-0.077448986,-0.73,-0.02,9.16,0,0,0,1743569206.0813646
539,-0.004363323,-0.221438649,-0.049087385,-0.49,0.22,8.28,0,0,0,1743569206.0942602
540,-0.077448986,-0.221438649,-0.015271631,-0.45,0.19,7.93,0,0,0,1743569206.1101649
541,-0.062177355,0.003272492,-0.006544985,-0.48,0.13,8.13,0,0,0,1743569206.123304
542,-0.053450708,0.050178216,-0.005454154,-0.45,0.11,8.67,0,0,0,1743569206.1361969
543,-0.045814893,0.032724923,-0.013089969,-0.5,0.2,8.43,0,0,0,1743569206.1511862
544,0.011999139,-0.091629786,0.008726646,-0.36,0.33,7.72,0,0,0,1743569206.1640804
545,0.002181662,-0.052359878,0.006544985,-0.37,0.3,7.52,0,0,0,1743569206.1769729
546,-0.023998277,0.023998277,0.018544123,-0.4,0.16,7.47,0,0,0,1743569206.190496
547,-0.038179077,0.186532064,0.046905724,-0.43,-0.09,8.07,0,0,0,1743569206.2034016
548,-0.025089108,0.171260433,0.047996554,-0.48,-0.03,7.97,0,0,0,1743569206.218673
