Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (microteslas),Magnetometer Y (microteslas),Magnetometer Z (microteslas),Timestamp
96,0.02945243112740431,-0.04363323129985824,-0.055632369907319255,-9.24,2.69,1.21,23.375,12.6875,-37.1875,1746516856.99717
97,0.004363323129985824,-0.011999138607461015,-0.04036073895236887,-9.28,2.7,1.25,23.375,12.375,-38.0,1746516857.0185497
98,0.004363323129985824,0.002181661564992912,-0.007635815477475192,-9.28,2.65,1.21,23.375,12.375,-38.0,1746516857.0392313
99,0.02181661564992912,-0.017453292519943295,0.05235987755982989,-9.27,2.66,1.23,21.1875,13.1875,-35.875,1746516857.0571156
100,0.030543261909900768,-0.025089107997418487,0.08617563181722002,-9.05,2.69,1.09,21.1875,13.1875,-35.875,1746516857.079024
101,0.015271630954950384,-0.038179077387375956,0.0719948316447661,-9.03,2.71,1.1500000000000001,23.75,13.5625,-37.1875,1746516857.0974717
102,-0.015271630954950384,-0.0545415391248228,0.022907446432425576,-9.15,2.65,1.16,23.75,13.5625,-37.1875,1746516857.1188896
103,-0.032724923474893676,-0.03381575425739013,-0.014180800172453928,-9.24,2.64,1.11,23.75,13.5625,-37.1875,1746516857.139098
104,-0.030543261909900768,0.006544984694978736,-0.001090830782496456,-9.1,2.68,1.22,21.875,12.375,-37.5,1746516857.1574004
105,-0.022907446432425576,0.031634092692397225,0.001090830782496456,-8.93,2.5500000000000003,1.21,21.875,12.375,-37.5,1746516857.1791148
106,-0.015271630954950384,0.026179938779914945,-0.037088246604879506,-9.0,2.5300000000000002,1.19,22.6875,12.75,-37.1875,1746516857.197858
107,-0.009817477042468103,0.038179077387375956,-0.04254240051736178,-9.02,2.59,1.19,22.6875,12.75,-37.1875,1746516857.2190661
108,-0.007635815477475192,0.03381575425739013,-0.05126904677733343,-9.3,2.56,1.18,22.6875,12.75,-37.1875,1746516857.2391324
109,-0.009817477042468103,0.03490658503988659,-0.05781403147231216,-9.25,2.62,1.24,24.0625,12.75,-38.0,1746516857.2578526
110,0.0,0.05345070834232634,-0.028361600344907856,-9.15,2.49,1.17,24.0625,12.75,-38.0,1746516857.2791007
111,0.009817477042468103,-0.004363323129985824,-0.03381575425739013,-9.18,2.5,1.21,21.875,12.375,-37.5,1746516857.2982395
112,0.01090830782496456,-0.05126904677733343,-0.016362461737446838,-9.3,2.61,1.19,21.875,12.375,-37.5,1746516857.3190196
113,0.02945243112740431,-0.032724923474893676,0.001090830782496456,-9.200000000000001,2.77,1.2,21.875,12.375,-37.5,1746516857.3391297
114,0.032724923474893676,0.032724923474893676,0.02399827721492203,-9.09,2.7,1.12,23.375,13.1875,-35.875,1746516857.3582664
115,-0.00545415391248228,0.05999569303730508,0.01090830782496456,-8.950000000000001,2.5,1.18,23.375,13.1875,-35.875,1746516857.3791487
116,-0.014180800172453928,0.038179077387375956,-0.011999138607461015,-8.96,2.45,1.18,24.5,12.75,-38.75,1746516857.398581
117,0.030543261909900768,0.022907446432425576,-0.07963064712224129,-9.09,2.52,1.05,24.5,12.75,-38.75,1746516857.4190834
118,0.02945243112740431,0.06217735460229799,-0.08726646259971647,-9.16,2.67,1.1500000000000001,24.5,12.75,-38.75,1746516857.4392421
119,0.02399827721492203,0.08508480103472356,-0.08617563181722002,-9.31,2.61,1.02,22.25,12.0625,-37.1875,1746516857.4585967
120,-0.004363323129985824,0.08835729338221293,-0.04254240051736178,-9.31,2.61,1.29,22.25,12.0625,-37.1875,1746516857.4794843
121,-0.002181661564992912,0.06326818538479445,-0.031634092692397225,-9.41,2.56,1.24,23.0625,13.875,-38.0,1746516857.4988787
122,0.026179938779914945,-0.02945243112740431,0.0272707695624114,-9.46,2.49,1.12,23.0625,13.875,-38.0,1746516857.5191493
123,0.007635815477475192,-0.06654067773228381,0.08726646259971647,-9.36,2.56,0.88,23.0625,13.875,-38.0,1746516857.5393262
124,-0.037088246604879506,-0.06763150851478027,0.13199052468207118,-9.24,2.59,1.1300000000000001,23.75,13.5625,-37.5,1746516857.558915
125,-0.04690572364734761,-0.038179077387375956,0.13962634015954636,-8.99,2.62,1.23,23.75,13.5625,-37.5,1746516857.5792348
126,-0.019634954084936207,-0.044724062082354694,0.09272061651219876,-8.98,2.61,1.22,22.6875,13.5625,-35.5,1746516857.5991263
127,0.013089969389957472,-0.0545415391248228,0.014180800172453928,-8.9,2.59,1.1300000000000001,22.6875,13.5625,-35.5,1746516857.619131
128,0.02945243112740431,-0.017453292519943295,-0.06981317007977318,-9.25,2.65,1.1300000000000001,22.6875,13.5625,-35.5,1746516857.6392312
129,0.00545415391248228,0.05672320068981571,-0.06326818538479445,-9.18,2.65,1.1,23.0625,13.5625,-36.6875,1746516857.6591237
130,-0.030543261909900768,0.05672320068981571,-0.06326818538479445,-9.24,2.5500000000000003,1.18,23.0625,13.5625,-36.6875,1746516857.6794305
131,-0.028361600344907856,0.01090830782496456,-0.03490658503988659,-9.1,2.49,1.22,23.375,13.5,-38.0,1746516857.6994884
132,0.0272707695624114,-0.03381575425739013,-0.030543261909900768,-9.06,2.5300000000000002,1.1500000000000001,23.375,13.5,-38.0,1746516857.7194855
133,0.06435901616729091,-0.02399827721492203,-0.044724062082354694,-9.13,2.57,1.07,23.375,13.5,-38.0,1746516857.7394495
134,0.04145156973486533,0.030543261909900768,-0.038179077387375956,-9.22,2.61,1.02,21.5625,13.5,-35.875,1746516857.759487
135,-0.011999138607461015,0.05999569303730508,-0.006544984694978736,-9.26,2.66,1.24,21.5625,13.5,-35.875,1746516857.7797735
136,-0.022907446432425576,0.03490658503988659,-0.002181661564992912,-9.200000000000001,2.64,1.25,24.0625,13.75,-36.25,1746516857.7998488
137,0.016362461737446838,-0.006544984694978736,-0.002181661564992912,-9.05,2.56,1.02,24.0625,13.75,-36.25,1746516857.8207726
138,0.04799655442984406,-0.026179938779914945,-0.04036073895236887,-9.02,2.57,1.02,24.0625,13.75,-36.25,1746516857.8398418
139,0.032724923474893676,-0.007635815477475192,-0.09272061651219876,-9.35,2.56,1.02,22.25,12.6875,-37.1875,1746516857.8604395
140,-0.013089969389957472,0.03490658503988659,-0.06763150851478027,-9.67,2.65,1.16,22.25,12.6875,-37.1875,1746516857.883933
141,-0.050178215994836975,0.03599741582238305,0.039269908169872414,-9.56,2.65,1.2,23.0625,13.0625,-35.5,1746516857.9003057
142,-0.04908738521234052,-0.05126904677733343,0.13744467859455345,-9.01,2.49,1.1500000000000001,23.0625,13.0625,-35.5,1746516857.9226062
143,-0.011999138607461015,-0.14835298641951802,0.1461713248545251,-8.82,2.47,1.17,23.0625,13.0625,-35.5,1746516857.9402735
144,0.039269908169872414,-0.13962634015954636,0.06217735460229799,-8.870000000000001,2.52,1.17,23.0625,13.75,-37.1875,1746516857.9627829
145,0.038179077387375956,-0.03599741582238305,0.002181661564992912,-9.040000000000001,2.6,1.16,23.0625,13.75,-37.1875,1746516857.9830058
146,-0.013089969389957472,0.038179077387375956,-0.020725784867432664,-9.3,2.73,1.16,22.25,12.25,-38.0,1746516858.0007458
147,-0.044724062082354694,0.04254240051736178,0.01090830782496456,-9.19,2.72,1.1500000000000001,22.25,12.25,-38.0,1746516858.0241182
148,-0.030543261909900768,0.001090830782496456,0.02945243112740431,-9.06,2.58,1.11,22.25,12.25,-38.0,1746516858.040971
149,0.001090830782496456,-0.02945243112740431,0.022907446432425576,-9.05,2.54,1.12,23.0625,13.5,-37.5,1746516858.0637157
150,0.007635815477475192,-0.007635815477475192,0.006544984694978736,-9.09,2.59,1.18,23.0625,13.5,-37.5,1746516858.084362
151,-0.017453292519943295,0.04254240051736178,0.001090830782496456,-9.09,2.67,1.25,22.6875,13.75,-37.1875,1746516858.1010327
152,-0.039269908169872414,0.05890486225480862,0.009817477042468103,-9.1,2.64,1.18,22.6875,13.75,-37.1875,1746516858.1244795
153,-0.017453292519943295,0.05126904677733343,0.007635815477475192,-8.950000000000001,2.6,1.19,22.6875,13.75,-37.1875,1746516858.141124
154,0.014180800172453928,0.02181661564992912,-0.026179938779914945,-8.99,2.54,1.1400000000000001,22.25,12.25,-38.0,1746516858.164061
155,0.02181661564992912,0.037088246604879506,-0.04690572364734761,-9.27,2.68,1.07,22.25,12.25,-38.0,1746516858.1847148
156,-0.008726646259971648,0.061086523819801536,-0.013089969389957472,-9.41,2.71,1.05,23.75,12.6875,-36.25,1746516858.201363
157,-0.044724062082354694,0.055632369907319255,0.04254240051736178,-9.22,2.72,1.1300000000000001,23.75,12.6875,-36.25,1746516858.2245872
158,-0.03381575425739013,0.016362461737446838,0.04690572364734761,-8.99,2.61,1.1400000000000001,23.75,12.6875,-36.25,1746516858.2414503
159,0.003272492347489368,0.00545415391248228,0.014180800172453928,-8.950000000000001,2.5500000000000003,1.11,23.0625,13.5,-35.0,1746516858.2646797
160,0.019634954084936207,0.04254240051736178,-0.031634092692397225,-9.06,2.5500000000000003,1.03,23.0625,13.5,-35.0,1746516858.2848005
161,-0.003272492347489368,0.08508480103472356,-0.038179077387375956,-9.19,2.6,1.04,22.6875,11.25,-37.5,1746516858.30174
162,-0.022907446432425576,0.1090830782496456,-0.006544984694978736,-9.27,2.61,1.09,22.6875,11.25,-37.5,1746516858.324945
163,0.0,0.11235557059713497,0.02399827721492203,-9.1,2.63,1.1400000000000001,22.6875,11.25,-37.5,1746516858.341826
164,0.026179938779914945,0.08290313946973066,-0.003272492347489368,-9.05,2.57,0.99,24.875,13.5625,-37.1875,1746516858.3643973
165,0.03599741582238305,0.05672320068981571,-0.05345070834232634,-9.15,2.61,1.04,24.875,13.5625,-37.1875,1746516858.385077
166,0.039269908169872414,0.07308566242726255,-0.06872233929727672,-9.21,2.56,0.77,23.0625,13.875,-36.25,1746516858.4021084
167,0.011999138607461015,0.09272061651219876,-0.04799655442984406,-9.47,2.66,1.02,23.0625,13.875,-36.25,1746516858.425121
168,-0.003272492347489368,0.11344640137963143,0.020725784867432664,-9.450000000000001,2.68,1.1300000000000001,23.0625,13.875,-36.25,1746516858.4421744
169,0.019634954084936207,0.05235987755982989,0.04363323129985824,-9.38,2.68,0.98,23.75,12.0,-37.1875,1746516858.464773
170,0.015271630954950384,-0.04363323129985824,0.06435901616729091,-9.24,2.57,0.71,23.75,12.0,-37.1875,1746516858.4850383
171,-0.014180800172453928,-0.06763150851478027,0.08072147790473774,-9.15,2.63,0.89,24.875,13.5625,-36.25,1746516858.5024693
172,-0.016362461737446838,0.003272492347489368,0.0818123086872342,-9.05,2.73,1.01,24.875,13.5625,-36.25,1746516858.5250928
173,-0.015271630954950384,0.06981317007977318,0.05999569303730508,-9.08,2.74,1.0,24.875,13.5625,-36.25,1746516858.5428245
174,-0.02181661564992912,0.07963064712224129,0.04036073895236887,-8.870000000000001,2.72,0.93,22.6875,13.5625,-35.5,1746516858.5646608
175,-0.013089969389957472,0.03599741582238305,-0.028361600344907856,-9.06,2.6,0.86,22.6875,13.5625,-35.5,1746516858.585224
176,0.003272492347489368,0.04581489286485115,-0.06763150851478027,-9.1,2.62,0.88,23.75,12.0,-37.1875,1746516858.6032577
177,0.0,0.08835729338221293,-0.05781403147231216,-9.36,2.7,0.86,23.75,12.0,-37.1875,1746516858.625289
178,-0.026179938779914945,0.08072147790473774,-0.04363323129985824,-9.38,2.69,0.86,25.5625,13.5625,-36.25,1746516858.6431565
179,-0.04908738521234052,0.050178215994836975,0.006544984694978736,-9.27,2.7,0.92,25.5625,13.5625,-36.25,1746516858.66489
180,-0.03381575425739013,0.028361600344907856,0.04799655442984406,-9.25,2.59,0.84,25.5625,13.5625,-36.25,1746516858.6851552
181,-0.02945243112740431,-0.002181661564992912,0.037088246604879506,-9.36,2.6,0.8200000000000001,23.375,13.5,-35.875,1746516858.7034621
182,-0.050178215994836975,-0.019634954084936207,0.06435901616729091,-9.39,2.72,1.08,23.375,13.5,-35.875,1746516858.7254024
183,-0.06326818538479445,-0.05126904677733343,0.08290313946973066,-9.23,2.7800000000000002,1.04,24.0625,12.6875,-36.25,1746516858.7435417
184,-0.04799655442984406,-0.08072147790473774,0.0719948316447661,-9.040000000000001,2.69,0.91,24.0625,12.6875,-36.25,1746516858.7649465
185,-0.031634092692397225,-0.07744898555724837,0.10799224746714914,-8.85,2.58,0.93,24.0625,12.6875,-36.25,1746516858.785242
186,-0.018544123302439753,-0.037088246604879506,0.10035643198967395,-8.83,2.59,0.9400000000000001,24.5,14.1875,-36.6875,1746516858.8039536
187,-0.011999138607461015,-0.019634954084936207,0.04145156973486533,-8.98,2.67,0.81,24.5,14.1875,-36.6875,1746516858.8250365
188,-0.008726646259971648,0.001090830782496456,0.01090830782496456,-9.0,2.75,1.03,23.0625,12.0,-35.875,1746516858.8447905
189,0.016362461737446838,0.022907446432425576,0.002181661564992912,-9.040000000000001,2.79,0.96,23.0625,12.0,-35.875,1746516858.864862
190,0.031634092692397225,0.018544123302439753,-0.04145156973486533,-9.040000000000001,2.74,0.9400000000000001,23.0625,12.0,-35.875,1746516858.8854005
191,0.019634954084936207,0.020725784867432664,-0.08617563181722002,-9.040000000000001,2.73,0.96,25.25,12.0,-36.25,1746516858.904268
192,0.016362461737446838,0.05890486225480862,-0.08726646259971647,-9.22,2.71,0.87,25.25,12.0,-36.25,1746516858.9253256
193,0.014180800172453928,0.0818123086872342,-0.10690141668465268,-9.35,2.71,0.85,24.0625,13.875,-36.6875,1746516858.9444072
194,0.004363323129985824,0.09053895494720585,-0.08508480103472356,-9.34,2.72,0.84,24.0625,13.875,-36.6875,1746516858.9650037
195,-0.018544123302439753,0.03599741582238305,-0.030543261909900768,-9.36,2.69,0.9,24.0625,13.875,-36.6875,1746516858.9853091
196,-0.011999138607461015,-0.011999138607461015,-0.002181661564992912,-9.36,2.69,0.78,23.0625,12.0,-35.5,1746516859.005072
197,-0.020725784867432664,-0.06326818538479445,0.032724923474893676,-9.3,2.72,0.86,23.0625,12.0,-35.5,1746516859.025411
198,-0.030543261909900768,-0.08508480103472356,0.03490658503988659,-9.3,2.72,0.93,24.0625,12.25,-36.6875,1746516859.0446975
199,-0.050178215994836975,-0.07526732399225546,0.09272061651219876,-9.06,2.68,0.96,24.0625,12.25,-36.6875,1746516859.0651202
200,-0.05126904677733343,-0.06435901616729091,0.08072147790473774,-8.9,2.63,1.01,24.0625,12.25,-36.6875,1746516859.0853646
201,-0.031634092692397225,-0.05345070834232634,0.032724923474893676,-8.9,2.65,1.02,23.375,13.1875,-36.6875,1746516859.105248
