Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (microteslas),Magnetometer Y (microteslas),Magnetometer Z (microteslas),Timestamp
1892,0.15707963267948966,0.04363323129985824,0.031634092692397225,-9.15,4.32,1.07,22.25,-12.1875,-35.375,1746516945.1005805
1893,0.20289452554434081,0.09708393964218458,0.20180369476184434,-8.94,4.26,1.09,21.875,-13.6875,-35.75,1746516945.119949
1894,0.24870941840919197,0.09381144729469522,0.2399827721492203,-8.48,4.12,1.01,21.875,-13.6875,-35.75,1746516945.1407204
1895,0.2879793265790644,0.028361600344907856,0.15271630954950383,-8.45,4.19,0.87,21.875,-13.6875,-35.75,1746516945.1600196
1896,0.30325095753401476,-0.009817477042468103,0.11344640137963143,-8.71,4.28,0.73,21.875,-14.375,-35.0,1746516945.1814494
1897,0.2825251726665821,0.032724923474893676,0.19198621771937624,-8.74,4.46,0.67,21.875,-14.375,-35.0,1746516945.2005727
1898,0.22143864884678055,0.08944812416470939,0.23671027980173096,-8.620000000000001,4.47,0.77,22.25,-13.25,-35.0625,1746516945.2202559
1899,0.1636246173744684,0.11780972450961724,0.1908953869368798,-8.38,4.37,0.97,22.25,-13.25,-35.0625,1746516945.2415514
1900,0.12217304763960307,0.07963064712224129,0.09272061651219876,-8.23,4.26,0.9500000000000001,22.25,-13.25,-35.0625,1746516945.260372
1901,0.11562806294462433,0.01090830782496456,-0.04799655442984406,-8.65,4.21,0.75,23.375,-15.0625,-33.25,1746516945.281354
1902,0.1308996938995747,0.050178215994836975,0.01090830782496456,-8.85,4.3,0.7000000000000001,23.375,-15.0625,-33.25,1746516945.302808
1903,0.136353847812057,0.11344640137963143,0.11999138607461016,-8.63,4.32,0.65,24.5,-15.1875,-35.875,1746516945.3206472
1904,0.11562806294462433,0.10581058590215622,0.10799224746714914,-8.46,4.32,0.71,24.5,-15.1875,-35.875,1746516945.3427505
1905,0.07744898555724837,0.05126904677733343,0.032724923474893676,-8.38,4.34,0.81,24.5,-15.1875,-35.875,1746516945.3606951
1906,0.04145156973486533,-0.014180800172453928,-0.06435901616729091,-8.65,4.37,0.79,21.5625,-14.375,-33.75,1746516945.382602
1907,0.031634092692397225,-0.025089107997418487,-0.06981317007977318,-8.81,4.45,0.77,21.5625,-14.375,-33.75,1746516945.4044409
1908,0.05235987755982989,0.038179077387375956,0.02399827721492203,-8.89,4.47,0.75,22.6875,-16.0,-33.25,1746516945.4209597
1909,0.09272061651219876,0.10253809355466686,0.05999569303730508,-8.69,4.43,0.81,22.6875,-16.0,-33.25,1746516945.4427376
1910,0.12762720155208535,0.09708393964218458,0.003272492347489368,-8.67,4.43,0.77,22.6875,-16.0,-33.25,1746516945.4610434
1911,0.14726215563702155,0.050178215994836975,-0.06763150851478027,-8.83,4.5,0.73,22.25,-16.375,-34.25,1746516945.481601
1912,0.16689710972195776,0.009817477042468103,-0.037088246604879506,-8.96,4.51,0.64,22.25,-16.375,-34.25,1746516945.50413
1913,0.1734420944169365,0.025089107997418487,0.07417649320975901,-8.76,4.58,0.65,23.0625,-15.5625,-33.375,1746516945.5214107
1914,0.17235126363444003,0.032724923474893676,0.10581058590215622,-8.6,4.5600000000000005,0.64,23.0625,-15.5625,-33.375,1746516945.5443573
1915,0.1712604328519436,0.032724923474893676,0.026179938779914945,-8.58,4.62,0.75,23.0625,-15.5625,-33.375,1746516945.5614495
1916,0.17889624832941878,0.02181661564992912,-0.03599741582238305,-8.6,4.69,0.76,24.0625,-16.0,-33.75,1746516945.5837994
1917,0.16907877128695067,-0.006544984694978736,-0.039269908169872414,-8.85,4.74,0.6,24.0625,-16.0,-33.75,1746516945.6043372
1918,0.12326387842209953,0.006544984694978736,0.025089107997418487,-8.75,4.73,0.6,22.6875,-16.375,-33.75,1746516945.6217356
1919,0.10362892433716332,0.020725784867432664,-0.007635815477475192,-8.77,4.73,0.6,22.6875,-16.375,-33.75,1746516945.6442065
1920,0.1308996938995747,0.028361600344907856,-0.02945243112740431,-8.790000000000001,4.7,0.58,22.6875,-16.375,-33.75,1746516945.6617823
1921,0.16035212502697901,0.008726646259971648,-0.03490658503988659,-8.86,4.64,0.54,22.25,-16.0,-32.5625,1746516945.6835625
1922,0.17453292519943295,0.003272492347489368,0.019634954084936207,-9.09,4.57,0.41000000000000003,22.25,-16.0,-32.5625,1746516945.7048929
1923,0.16471544815696484,0.039269908169872414,0.13308135546456762,-9.040000000000001,4.55,0.38,21.875,-17.75,-33.375,1746516945.7223542
1924,0.1505346479845109,0.05890486225480862,0.19962203319685143,-8.83,4.49,0.3,21.875,-17.75,-33.375,1746516945.7445877
1925,0.11562806294462433,-0.009817477042468103,0.20943951023931956,-8.63,4.42,0.3,21.875,-17.75,-33.375,1746516945.7622144
1926,0.0545415391248228,-0.11780972450961724,0.16035212502697901,-8.6,4.41,0.33,23.375,-18.5,-33.375,1746516945.7849467
1927,0.001090830782496456,-0.16035212502697901,0.1341721862470641,-8.72,4.48,0.36,23.375,-18.5,-33.375,1746516945.8050742
1928,-0.011999138607461015,-0.10144726277217041,0.19744037163185854,-8.49,4.48,0.41000000000000003,23.75,-16.6875,-33.75,1746516945.8225913
1929,0.009817477042468103,-0.061086523819801536,0.19634954084936207,-8.15,4.38,0.43,23.75,-16.6875,-33.75,1746516945.844822
