Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
130,0.022907446,-0.032724923,0.259617726,-0.49,-0.35,9.43,0,0,0
131,0.052359878,-0.062177355,0.314159265,-0.4,-0.41,9.39,0,0,0
132,0.02727077,-0.040360739,0.415606528,-0.29,-0.12,9.42,0,0,0
133,0.021816616,-0.099265601,0.595593607,-0.26,-0.12,9.39,0,0,0
134,0.010908308,-0.067631509,0.626136869,-0.17,-0.27,9.42,0,0,0
135,-0.008726646,0.058904862,0.461421421,-0.36,-0.28,9.43,0,0,0
136,-0.022907446,0.065449847,0.339248373,-0.29,-0.21,9.42,0,0,0
137,-0.008726646,-0.015271631,0.203985356,-0.24,-0.23,9.39,0,0,0
138,0.003272492,-0.056723201,0.253072742,-0.08,-0.27,9.36,0,0,0
139,0.005454154,-0.050178216,0.199622033,-0.1,-0.24,9.38,0,0,0
140,0.002181662,-0.02727077,0.030543262,-0.09,-0.22,9.39,0,0,0
141,-0.006544985,0.050178216,-0.013089969,-0.32,-0.27,9.42,0,0,0
142,-0.004363323,0.0141808,-0.04145157,-0.27,-0.25,9.39,0,0,0
143,0.001090831,-0.001090831,-0.080721478,-0.23,-0.26,9.38,0,0,0
144,-0.002181662,-0.016362462,-0.271616865,-0.51,-0.25,9.4,0,0,0
145,-0.002181662,0.013089969,-0.399244066,-0.37,-0.27,9.4,0,0,0
146,-0.004363323,-0.005454154,-0.555232868,-0.27,-0.27,9.39,0,0,0
147,-0.003272492,-0.008726646,-0.615228561,-0.27,-0.21,9.38,0,0,0
148,-0.005454154,-0.005454154,-0.470148067,-0.18,-0.21,9.42,0,0,0
149,-0.004363323,-0.010908308,-0.050178216,-0.66,-0.13,9.38,0,0,0
150,-0.007635815,0.095993109,1.065741674,-0.73,-0.18,9.37,0,0,0
151,-0.035997416,0.155988802,1.574068819,-1.06,-0.59,9.37,0,0,0
152,-0.031634093,0.12544554,1.793325806,-1.02,-0.69,9.42,0,0,0
153,-0.002181662,0.015271631,1.781326668,-0.45,0.57,9.39,0,0,0
154,0.016362462,-0.006544985,1.00356432,0.7,-0.65,9.39,0,0,0
155,0.04145157,0.008726646,0.395971574,-0.1,-0.46,9.57,0,0,0
156,0.301069296,-0.101447263,-0.019634954,-0.2,-1.02,10.08,0,0,0
157,0.54323373,-0.22252948,-0.495237175,-0.7,-0.68,9.7,0,0,0
158,0.907571211,-0.291251819,-0.727584132,-1.65,-0.62,9.79,0,0,0
159,1.03192592,-0.235619449,-0.664315947,-0.47,-0.21,9.93,0,0,0
160,0.980656873,-0.425424005,-0.928296996,0.68,0.52,10.41,0,0,0
161,0.638136008,0.665406777,-0.484328867,-0.28,1.68,10.6,0,0,0
162,0.085084801,1.109374906,0.032724923,-0.96,1.59,9.73,0,0,0
163,-0.819213918,1.130100691,0.344702527,-1.53,0.54,8.98,0,0,0
164,-0.681769239,0.629409362,0.436332313,-1.13,-0.21,10.4,0,0,0
165,-0.232346957,0.30652345,0.119991386,-0.77,0,10.79,0,0,0
166,0.09708394,0.113446401,-0.277071019,-0.59,-0.02,10.52,0,0,0
167,0.143989663,0.523598776,-0.734129117,-2.36,0.1,11.59,0,0,0
168,-0.305432619,0.470148067,-0.806123948,-1.63,0.08,11.24,0,0,0
169,-1.334086047,0.694859208,-0.856302164,-0.63,-0.03,9.34,0,0,0
170,-1.2260938,0.978475212,-0.83666721,-1.04,-0.11,9.19,0,0,0
171,-1.193368876,1.138827337,-0.714494163,-0.95,0.14,8.79,0,0,0
172,-0.998110166,0.722129978,-0.299978465,0.78,0.24,8.25,0,0,0
173,-0.621773546,0.378518282,-0.171260433,0.9,0.2,8.51,0,0,0
174,-0.325067573,-0.157079633,-0.227983634,0.64,-0.11,9.29,0,0,0
175,-0.354520004,-0.145080494,-0.133081355,-0.03,-0.22,8.8,0,0,0
176,-0.415606528,-0.22252948,-0.110173909,-0.3,-0.46,8.73,0,0,0
177,-0.332703389,-0.34906585,-0.062177355,-0.27,-0.51,8.78,0,0,0
178,0.007635815,-0.271616865,0.087266463,-1.09,-0.82,9.97,0,0,0
179,0.002181662,-0.050178216,0.148352986,-1.46,-0.79,9.86,0,0,0
180,-0.167987941,0.193077049,0.179987079,-1.32,-0.78,8.51,0,0,0
181,-0.266162711,0.220347818,0.131990525,-1.55,-1.04,8.81,0,0,0
182,-0.137444679,0.128718032,0.080721478,-1.77,-1.36,9.82,0,0,0
183,-0.13962634,0.038179077,-0.102538094,-1.4,-0.75,10.22,0,0,0
184,-0.375245789,0.147262156,-0.140717171,-1.45,-0.76,9.06,0,0,0
185,-0.527962099,0.212712003,-0.167987941,-1.43,-0.92,8.31,0,0,0
186,-0.287979327,0.001090831,-0.178896248,-1.16,-1.08,8.24,0,0,0
187,-0.08399397,-0.127627202,-0.119991386,-1.01,-1.07,8.43,0,0,0
188,0.09817477,-0.249800249,-0.064359016,-0.98,-1.01,8.68,0,0,0
189,0.149443817,-0.157079633,0.038179077,-1.23,-1.15,8.94,0,0,0
190,0.130899694,-0.146171325,0.057814031,-1.17,-1.19,9.08,0,0,0
191,0.08399397,-0.164715448,0.056723201,-1.08,-1.2,8.5,0,0,0
192,0.080721478,-0.018544123,0.033815754,-1.02,-1.08,8.51,0,0,0
193,0.081812309,0.127627202,0.011999139,-0.97,-1.08,8.52,0,0,0
194,0.078539816,0.220347818,-0.04145157,-1.06,-0.91,8.86,0,0,0
195,0.021816616,0.182168741,-0.080721478,-0.94,-0.85,8.8,0,0,0
196,0.020725785,0.101447263,-0.079630647,-0.8,-0.81,8.87,0,0,0
197,0.031634093,0.079630647,-0.037088247,-1.22,-0.98,8.69,0,0,0
198,0.035997416,0.033815754,-0.001090831,-1.55,-1.11,8.86,0,0,0
199,0.070904001,0.016362462,0.031634093,-1.46,-1,9.24,0,0,0
200,0.0283616,0.128718032,0.049087385,-1.48,-1.03,9.35,0,0,0
201,0.013089969,0.161442956,0.043633231,-1.39,-1.02,9.26,0,0,0
202,-0.042542401,0.224711141,0.034906585,-1.19,-0.9,9.3,0,0,0
203,-0.046905724,0.068722339,-0.033815754,-1.25,-1.01,9.08,0,0,0
204,-0.025089108,-0.050178216,-0.052359878,-1.29,-1.04,9.36,0,0,0
205,0.056723201,-0.099265601,-0.02727077,-1.37,-1.09,9.69,0,0,0
206,0.059995693,-0.105810586,-0.001090831,-1.56,-1.24,9.61,0,0,0
207,0.009817477,-0.015271631,0.002181662,-1.32,-1.19,9.35,0,0,0
208,-0.026179939,0.070904001,-0.05563237,-1.18,-1.25,9.08,0,0,0
209,0.006544985,0.047996554,-0.06981317,-0.9,-1.15,9.26,0,0,0
210,0.05563237,0.0283616,-0.051269047,-1.36,-1.38,9.99,0,0,0
211,0.135263017,-0.112355571,-0.045814893,-1.41,-1.32,10.2,0,0,0
212,0.039269908,-0.081812309,-0.081812309,-1.29,-1.31,9.46,0,0,0
213,-0.104719755,0.053450708,-0.149443817,-1.02,-1.23,8.94,0,0,0
214,-0.062177355,0.121082217,-0.109083078,-1.04,-1.13,9.51,0,0,0
215,0.02727077,0.021816616,-0.080721478,-1.2,-1.13,9.88,0,0,0
216,0.0141808,0.029452431,-0.0283616,-1.39,-1.13,9.7,0,0,0
217,-0.04145157,0.057814031,-0.031634093,-1.47,-1.18,9.42,0,0,0
218,-0.067631509,0.065449847,-0.035997416,-1.39,-1.18,9.4,0,0,0
219,-0.078539816,-0.010908308,-0.116718894,-1.66,-1.36,9.31,0,0,0
220,-0.066540678,-0.023998277,-0.158170463,-1.58,-1.29,9.16,0,0,0
221,-0.090538955,-0.005454154,-0.197440372,-1.56,-1.34,9.04,0,0,0
222,-0.068722339,0.043633231,-0.174532925,-1.18,-1.21,9.16,0,0,0
223,-0.020725785,-0.004363323,-0.149443817,-1.19,-1.27,9.41,0,0,0
224,0.023998277,-0.042542401,-0.115628063,-1.57,-1.38,9.44,0,0,0
225,-0.040360739,-0.037088247,-0.145080494,-1.53,-1.36,9.3,0,0,0
226,-0.054541539,0.049087385,-0.161442956,-1.43,-1.26,9.32,0,0,0
227,-0.087266463,0.018544123,-0.19525871,-1,-1.06,9.09,0,0,0
228,-0.068722339,-0.053450708,-0.196349541,-1.06,-1.13,9.03,0,0,0
229,-0.042542401,-0.140717171,-0.198531202,-1.03,-1.1,9.15,0,0,0
230,-0.016362462,-0.08399397,-0.191986218,-1.17,-1.07,8.99,0,0,0
231,-0.021816616,-0.034906585,-0.184350402,-1.25,-1.09,8.99,0,0,0
232,0.001090831,-0.002181662,-0.170169602,-1.25,-1.01,9.03,0,0,0
233,0.043633231,0.011999139,-0.150534648,-0.92,-0.89,9.74,0,0,0
234,0.094902278,-0.129808863,-0.165806279,-1.01,-0.9,9.86,0,0,0
235,0.044724062,-0.101447263,-0.173442094,-1.15,-1.03,9.85,0,0,0
236,-0.079630647,-0.002181662,-0.173442094,-1.16,-1.03,9.52,0,0,0
237,-0.130899694,0.054541539,-0.159261294,-1.22,-1.07,9.39,0,0,0
238,-0.09817477,0.042542401,-0.124354709,-0.95,-1.04,9.55,0,0,0
239,-0.089448124,0.021816616,-0.110173909,-0.9,-1.04,9.75,0,0,0
240,-0.078539816,0.005454154,-0.112355571,-0.97,-1.01,9.75,0,0,0
241,-0.136353848,0.006544985,-0.117809725,-1.35,-1.13,8.98,0,0,0
242,-0.211621172,0.134172186,-0.067631509,-1.49,-1.22,8.67,0,0,0
243,-0.187622895,0.143989663,-0.053450708,-1.42,-1.27,8.57,0,0,0
244,0.016362462,-0.008726646,-0.090538955,-1.21,-1.25,9.14,0,0,0
245,0.101447263,-0.061086524,-0.095993109,-1.17,-1.24,9.39,0,0,0
246,0.12544554,-0.051269047,-0.090538955,-1.05,-1.12,10,0,0,0
247,0.109083078,-0.071994832,-0.089448124,-1.07,-1.09,9.85,0,0,0
248,0.019634954,-0.068722339,-0.095993109,-1.08,-1.13,9.58,0,0,0
249,-0.045814893,-0.016362462,-0.127627202,-1.19,-1.16,8.96,0,0,0
250,-0.059995693,0.099265601,-0.102538094,-1.19,-1.18,9.04,0,0,0
251,0.007635815,0.118900555,-0.082903139,-1.23,-1.13,9.39,0,0,0
252,0.059995693,0.06981317,-0.066540678,-1.18,-1.07,9.5,0,0,0
253,0.071994832,-0.079630647,-0.050178216,-1.05,-1.02,9.54,0,0,0
254,0.077448986,-0.091629786,-0.051269047,-1.21,-1.24,9.52,0,0,0
255,0.070904001,-0.091629786,-0.065449847,-1.27,-1.29,9.73,0,0,0
256,0.046905724,-0.043633231,-0.099265601,-1.15,-1.21,9.85,0,0,0
257,-0.001090831,-0.056723201,-0.114537232,-1.23,-1.21,9.42,0,0,0
258,-0.105810586,0.003272492,-0.109083078,-1.27,-1.27,9.22,0,0,0
259,-0.09708394,0.032724923,-0.102538094,-1.28,-1.25,9.11,0,0,0
260,0.002181662,-0.019634954,-0.123263878,-1.06,-1.13,9.34,0,0,0
261,0.032724923,-0.040360739,-0.12544554,-1.14,-1.15,9.45,0,0,0
262,0.011999139,-0.061086524,-0.126536371,-1.31,-1.26,9.27,0,0,0
263,-0.020725785,-0.046905724,-0.128718032,-1.2,-1.2,9.4,0,0,0
264,0.001090831,0.018544123,-0.136353848,-1.23,-1.12,9.39,0,0,0
265,-0.011999139,0.052359878,-0.145080494,-1.06,-1,9.56,0,0,0
266,-0.026179939,0.067631509,-0.130899694,-0.97,-0.89,9.6,0,0,0
267,-0.082903139,0.037088247,-0.136353848,-1.07,-0.88,9.27,0,0,0
268,-0.09708394,0.02727077,-0.141808002,-1.05,-0.79,9.19,0,0,0
269,-0.075267324,0.034906585,-0.11126474,-1.04,-0.78,9.17,0,0,0
270,-0.022907446,0.033815754,-0.089448124,-1.13,-0.77,9.3,0,0,0
271,0.010908308,0.037088247,-0.050178216,-0.95,-0.59,9.75,0,0,0
272,0.059995693,-0.030543262,-0.023998277,-1.09,-0.56,9.78,0,0,0
273,-0.0141808,-0.005454154,-0.008726646,-1.13,-0.59,9.42,0,0,0
274,-0.06981317,0.0283616,0.022907446,-1.28,-0.56,8.93,0,0,0
275,-0.101447263,0.071994832,0.04145157,-1.33,-0.66,8.43,0,0,0
276,-0.056723201,0.089448124,0.049087385,-1.18,-0.69,8.7,0,0,0
277,0.16689711,-0.032724923,-0.026179939,-0.89,-0.49,9.37,0,0,0
278,0.114537232,0.001090831,-0.039269908,-1.04,-0.71,9.56,0,0,0
279,0.099265601,-0.087266463,-0.007635815,-1.2,-0.71,9.19,0,0,0
280,0.047996554,-0.138535509,-0.006544985,-1.15,-0.68,9.16,0,0,0
281,0.103628924,-0.238891941,-0.013089969,-1.19,-0.76,9.16,0,0,0
282,0.150534648,-0.274889357,0.010908308,-1.23,-0.87,9.45,0,0,0
283,0.142898833,-0.135263017,0.047996554,-1.59,-1.11,8.98,0,0,0
284,0.094902278,-0.032724923,0.074176493,-1.37,-1.06,9.11,0,0,0
285,0.128718032,0.121082217,0.047996554,-1.06,-0.92,9.28,0,0,0
286,0.114537232,0.088357293,0.018544123,-0.72,-0.93,9.93,0,0,0
287,0.147262156,-0.020725785,0.026179939,-0.81,-0.85,10.03,0,0,0
288,0.034906585,-0.134172186,0.030543262,-1.29,-1.13,9.21,0,0,0
289,0.010908308,-0.091629786,0.039269908,-1.23,-1.15,9.08,0,0,0
290,0.035997416,-0.085084801,0.043633231,-0.89,-1.03,9.45,0,0,0
291,0.038179077,0.112355571,0.058904862,-1.21,-1.19,9.41,0,0,0
292,0.038179077,0.112355571,0.058904862,-1.37,-1.22,9.31,0,0,0
293,0.016362462,0.179987079,0.04145157,-1.08,-1.13,9.3,0,0,0
294,0.078539816,-0.019634954,0.003272492,-1.08,-1.17,9.46,0,0,0
295,0.095993109,-0.093811447,-0.002181662,-1.09,-1.16,9.66,0,0,0
296,0.061086524,-0.127627202,-0.008726646,-0.86,-1.1,9.47,0,0,0
297,-0.049087385,0.119991386,0.006544985,-0.91,-1.09,9.1,0,0,0
298,-0.011999139,0.141808002,-0.003272492,-0.9,-1.05,9.05,0,0,0
299,0.049087385,0.129808863,0.023998277,-0.9,-1.03,9.56,0,0,0
300,0.049087385,0.022907446,0.042542401,-1.05,-1.11,9.7,0,0,0
301,0.001090831,0.101447263,0.057814031,-1.69,-1.33,9.52,0,0,0
302,-0.106901417,0.329430896,0.06981317,-1.65,-1.29,9.28,0,0,0
303,-0.116718894,0.488692191,0.077448986,-1.32,-1.18,9.29,0,0,0
304,-0.053450708,0.37633662,0.025089108,-1.06,-1.12,9.62,0,0,0
305,-0.063268185,0.423242344,0.050178216,-1.15,-1.09,9.67,0,0,0
306,-0.12544554,0.512690468,0.059995693,-1.39,-1.18,9.72,0,0,0
307,-0.235619449,0.706858347,0.062177355,-2.02,-1.51,10.61,0,0,0
308,-0.727584132,1.578432142,0.035997416,-2.27,-1.59,10.4,0,0,0
309,-0.859574657,1.853321499,0.022907446,-1.95,-1.55,10.08,0,0,0
310,-0.873755457,2.039853563,0.042542401,-1.69,-0.84,9.12,0,0,0
311,-0.817032256,1.954768762,0.165806279,-1.55,-1.06,8.46,0,0,0
312,-0.688314224,2.027854425,0.26507188,-1.69,-1.04,7.9,0,0,0
313,-0.512690468,1.697332698,0.407970713,-1.24,-0.9,7.8,0,0,0
314,-0.373064128,1.814051591,0.472329729,-1.7,-0.93,7.92,0,0,0
315,-0.41887902,2.108575903,0.187622895,-5.39,-2.41,8.78,0,0,0
316,-0.517053791,2.550362369,0.065449847,-5.97,-2.72,9.53,0,0,0
317,-0.556323699,2.304925443,-0.130899694,-5.88,-2.74,10.56,0,0,0
318,-0.884663765,1.934042977,-0.172351264,-3.68,-1.36,10.18,0,0,0
319,-1.091921613,1.900227223,-0.070904001,-3.11,-1.2,8.88,0,0,0
320,-1.03192592,2.022400271,0.123263878,-2.8,-1,7.78,0,0,0
321,-0.716675824,1.568614665,0.295615142,-3.8,-1.63,6.31,0,0,0
322,-0.346884189,1.190096384,0.354520004,-3.41,-1.47,6.24,0,0,0
323,-0.089448124,0.860665487,0.328340066,-4.85,-2.02,8.11,0,0,0
324,0.021816616,0.370882466,0.335975881,-5.47,-2.16,8.48,0,0,0
325,-0.044724062,0.207257849,0.333794219,-5.86,-2.51,8.61,0,0,0
326,-0.32070425,0.429787328,0.226892803,-5.63,-2.3,7.81,0,0,0
327,-0.317431758,0.478874714,0.200712864,-5.54,-2.38,7.18,0,0,0
328,-0.20943951,0.661043454,0.212712003,-5.87,-2.37,6.49,0,0,0
329,0.079630647,0.68286007,0.206167018,-5.44,-2.27,6.7,0,0,0
330,0.197440372,0.439604805,0.141808002,-5.66,-2.41,6.89,0,0,0
331,0.282525173,0.057814031,0.05563237,-5.43,-2.44,8.03,0,0,0
332,0.189804556,-0.135263017,-0.029452431,-6.33,-2.78,8.64,0,0,0
333,0.080721478,-0.32070425,-0.16689711,-5.52,-2.32,8.03,0,0,0
334,0.001090831,-0.260708557,-0.246527757,-4.87,-1.99,7.11,0,0,0
335,0.064359016,0.093811447,-0.16689711,-5.08,-2.08,7.21,0,0,0
336,0.145080494,-0.059995693,-0.157079633,-5.31,-2.24,7.68,0,0,0
337,0.245436926,-0.6272277,-0.183259571,-5.77,-2.31,8.33,0,0,0
338,0.275980188,-1.132282352,-0.256345234,-6.11,-2.6,8.33,0,0,0
339,0.367609974,-1.660244451,-0.328340066,-5.72,-2.37,9.39,0,0,0
340,0.16689711,-1.97985787,-0.442877298,-4.5,-1.97,9.03,0,0,0
